   t   ,G_relax
   s   ,  GPa  
1.0000e-12,3.9464e-02
1.1885e-12,3.9447e-02
1.4125e-12,3.9431e-02
1.6788e-12,3.9415e-02
1.9953e-12,3.9398e-02
2.3714e-12,3.9382e-02
2.8184e-12,3.9366e-02
3.3497e-12,3.9349e-02
3.9811e-12,3.9333e-02
4.7315e-12,3.9317e-02
5.6234e-12,3.9301e-02
6.6834e-12,3.9284e-02
7.9433e-12,3.9268e-02
9.4406e-12,3.9252e-02
1.1220e-11,3.9235e-02
1.3335e-11,3.9219e-02
1.5849e-11,3.9203e-02
1.8836e-11,3.9187e-02
2.2387e-11,3.9170e-02
2.6607e-11,3.9154e-02
3.1623e-11,3.9138e-02
3.7584e-11,3.9122e-02
4.4668e-11,3.9105e-02
5.3088e-11,3.9089e-02
6.3096e-11,3.9073e-02
7.4989e-11,3.9057e-02
8.9125e-11,3.9041e-02
1.0593e-10,3.9024e-02
1.2589e-10,3.9008e-02
1.4962e-10,3.8992e-02
1.7783e-10,3.8976e-02
2.1135e-10,3.8960e-02
2.5119e-10,3.8943e-02
2.9854e-10,3.8927e-02
3.5481e-10,3.8911e-02
4.2170e-10,3.8895e-02
5.0119e-10,3.8879e-02
5.9566e-10,3.8863e-02
7.0795e-10,3.8847e-02
8.4140e-10,3.8831e-02
1.0000e-09,3.8814e-02
1.1885e-09,3.8798e-02
1.4125e-09,3.8782e-02
1.6788e-09,3.8766e-02
1.9953e-09,3.8750e-02
2.3714e-09,3.8734e-02
2.8184e-09,3.8718e-02
3.3497e-09,3.8702e-02
3.9811e-09,3.8686e-02
4.7315e-09,3.8670e-02
5.6234e-09,3.8654e-02
6.6834e-09,3.8638e-02
7.9433e-09,3.8622e-02
9.4406e-09,3.8606e-02
1.1220e-08,3.8590e-02
1.3335e-08,3.8574e-02
1.5849e-08,3.8558e-02
1.8836e-08,3.8542e-02
2.2387e-08,3.8526e-02
2.6607e-08,3.8510e-02
3.1623e-08,3.8494e-02
3.7584e-08,3.8478e-02
4.4668e-08,3.8462e-02
5.3088e-08,3.8446e-02
6.3096e-08,3.8430e-02
7.4989e-08,3.8414e-02
8.9125e-08,3.8398e-02
1.0593e-07,3.8382e-02
1.2589e-07,3.8366e-02
1.4962e-07,3.8350e-02
1.7783e-07,3.8334e-02
2.1135e-07,3.8318e-02
2.5119e-07,3.8302e-02
2.9854e-07,3.8286e-02
3.5481e-07,3.8270e-02
