   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.9753e-05,6.1621e-04
1.1885e-04,2.6240e-05,7.3055e-04
1.4125e-04,3.4839e-05,8.6583e-04
1.6788e-04,4.6229e-05,1.0258e-03
1.9953e-04,6.1299e-05,1.2147e-03
2.3714e-04,8.1218e-05,1.4377e-03
2.8184e-04,1.0751e-04,1.7008e-03
3.3497e-04,1.4218e-04,2.0106e-03
3.9811e-04,1.8780e-04,2.3751e-03
4.7315e-04,2.4774e-04,2.8033e-03
5.6234e-04,3.2630e-04,3.3053e-03
6.6834e-04,4.2905e-04,3.8928e-03
7.9433e-04,5.6303e-04,4.5787e-03
9.4406e-04,7.3718e-04,5.3772e-03
1.1220e-03,9.6275e-04,6.3038e-03
1.3335e-03,1.2537e-03,7.3753e-03
1.5849e-03,1.6272e-03,8.6090e-03
1.8836e-03,2.1040e-03,1.0022e-02
2.2387e-03,2.7092e-03,1.1633e-02
2.6607e-03,3.4720e-03,1.3456e-02
3.1623e-03,4.4261e-03,1.5504e-02
3.7584e-03,5.6095e-03,1.7788e-02
4.4668e-03,7.0635e-03,2.0312e-02
5.3088e-03,8.8318e-03,2.3071e-02
6.3096e-03,1.0959e-02,2.6057e-02
7.4989e-03,1.3487e-02,2.9250e-02
8.9125e-03,1.6455e-02,3.2624e-02
1.0593e-02,1.9896e-02,3.6143e-02
1.2589e-02,2.3832e-02,3.9767e-02
1.4962e-02,2.8277e-02,4.3453e-02
1.7783e-02,3.3232e-02,4.7156e-02
2.1135e-02,3.8690e-02,5.0834e-02
2.5119e-02,4.4631e-02,5.4452e-02
2.9854e-02,5.1030e-02,5.7980e-02
3.5481e-02,5.7858e-02,6.1398e-02
4.2170e-02,6.5083e-02,6.4694e-02
5.0119e-02,7.2672e-02,6.7865e-02
5.9566e-02,8.0598e-02,7.0915e-02
7.0795e-02,8.8836e-02,7.3851e-02
8.4140e-02,9.7364e-02,7.6687e-02
1.0000e-01,1.0617e-01,7.9438e-02
1.1885e-01,1.1524e-01,8.2118e-02
1.4125e-01,1.2457e-01,8.4744e-02
1.6788e-01,1.3415e-01,8.7328e-02
1.9953e-01,1.4399e-01,8.9883e-02
