   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.0878e-05,6.2809e-04
1.1885e-04,1.5356e-05,7.4638e-04
1.4125e-04,2.1678e-05,8.8691e-04
1.6788e-04,3.0600e-05,1.0538e-03
1.9953e-04,4.3189e-05,1.2520e-03
2.3714e-04,6.0948e-05,1.4872e-03
2.8184e-04,8.5991e-05,1.7663e-03
3.3497e-04,1.2129e-04,2.0972e-03
3.9811e-04,1.7100e-04,2.4890e-03
4.7315e-04,2.4096e-04,2.9523e-03
5.6234e-04,3.3926e-04,3.4991e-03
6.6834e-04,4.7713e-04,4.1425e-03
7.9433e-04,6.6996e-04,4.8967e-03
9.4406e-04,9.3868e-04,5.7755e-03
1.1220e-03,1.3112e-03,6.7916e-03
1.3335e-03,1.8239e-03,7.9532e-03
1.5849e-03,2.5226e-03,9.2608e-03
1.8836e-03,3.4622e-03,1.0701e-02
2.2387e-03,4.7031e-03,1.2238e-02
2.6607e-03,6.3039e-03,1.3812e-02
3.1623e-03,8.3072e-03,1.5326e-02
3.7584e-03,1.0721e-02,1.6656e-02
4.4668e-03,1.3502e-02,1.7664e-02
5.3088e-03,1.6543e-02,1.8227e-02
6.3096e-03,1.9686e-02,1.8270e-02
7.4989e-03,2.2752e-02,1.7787e-02
8.9125e-03,2.5576e-02,1.6846e-02
1.0593e-02,2.8047e-02,1.5567e-02
1.2589e-02,3.0113e-02,1.4086e-02
1.4962e-02,3.1776e-02,1.2531e-02
1.7783e-02,3.3075e-02,1.0999e-02
2.1135e-02,3.4068e-02,9.5564e-03
2.5119e-02,3.4813e-02,8.2408e-03
2.9854e-02,3.5366e-02,7.0681e-03
3.5481e-02,3.5774e-02,6.0397e-03
4.2170e-02,3.6075e-02,5.1481e-03
5.0119e-02,3.6296e-02,4.3817e-03
5.9566e-02,3.6459e-02,3.7267e-03
7.0795e-02,3.6581e-02,3.1693e-03
8.4140e-02,3.6672e-02,2.6964e-03
1.0000e-01,3.6743e-02,2.2960e-03
1.1885e-01,3.6797e-02,1.9575e-03
1.4125e-01,3.6841e-02,1.6717e-03
1.6788e-01,3.6877e-02,1.4306e-03
