   t   ,G_relax
3.3497e-03,6.3632e-01
3.9811e-03,6.2887e-01
4.7315e-03,6.2123e-01
5.6234e-03,6.1339e-01
6.6834e-03,6.0534e-01
7.9433e-03,5.9708e-01
9.4406e-03,5.8860e-01
1.1220e-02,5.7989e-01
1.3335e-02,5.7094e-01
1.5849e-02,5.6176e-01
1.8836e-02,5.5234e-01
2.2387e-02,5.4266e-01
2.6607e-02,5.3274e-01
3.1623e-02,5.2256e-01
3.7584e-02,5.1211e-01
4.4668e-02,5.0141e-01
5.3088e-02,4.9044e-01
6.3096e-02,4.7920e-01
7.4989e-02,4.6770e-01
8.9125e-02,4.5592e-01
1.0593e-01,4.4388e-01
1.2589e-01,4.3156e-01
1.4962e-01,4.1897e-01
1.7783e-01,4.0611e-01
2.1135e-01,3.9297e-01
2.5119e-01,3.7954e-01
2.9854e-01,3.6584e-01
3.5481e-01,3.5186e-01
4.2170e-01,3.3759e-01
5.0119e-01,3.2304e-01
5.9566e-01,3.0821e-01
7.0795e-01,2.9312e-01
8.4140e-01,2.7778e-01
1.0000e+00,2.6221e-01
1.1885e+00,2.4646e-01
1.4125e+00,2.3058e-01
1.6788e+00,2.1464e-01
1.9953e+00,1.9873e-01
2.3714e+00,1.8296e-01
2.8184e+00,1.6745e-01
3.3497e+00,1.5231e-01
3.9811e+00,1.3770e-01
4.7315e+00,1.2372e-01
5.6234e+00,1.1049e-01
6.6834e+00,9.8102e-02
7.9433e+00,8.6623e-02
9.4406e+00,7.6093e-02
1.1220e+01,6.6523e-02
1.3335e+01,5.7903e-02
1.5849e+01,5.0202e-02
1.8836e+01,4.3370e-02
2.2387e+01,3.7351e-02
2.6607e+01,3.2077e-02
3.1623e+01,2.7480e-02
3.7584e+01,2.3491e-02
4.4668e+01,2.0044e-02
5.3088e+01,1.7073e-02
6.3096e+01,1.4522e-02
7.4989e+01,1.2337e-02
8.9125e+01,1.0469e-02
1.0593e+02,8.8746e-03
1.2589e+02,7.5169e-03
1.4962e+02,6.3622e-03
1.7783e+02,5.3813e-03
2.1135e+02,4.5489e-03
2.5119e+02,3.8434e-03
2.9854e+02,3.2458e-03
3.5481e+02,2.7400e-03
4.2170e+02,2.3122e-03
5.0119e+02,1.9506e-03
5.9566e+02,1.6451e-03
7.0795e+02,1.3871e-03
8.4140e+02,1.1693e-03
1.0000e+03,9.8549e-04
