   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.8643e-01
1.1885e-12,9.8602e-01
1.4125e-12,9.8559e-01
1.6788e-12,9.8514e-01
1.9953e-12,9.8469e-01
2.3714e-12,9.8422e-01
2.8184e-12,9.8374e-01
3.3497e-12,9.8324e-01
3.9811e-12,9.8272e-01
4.7315e-12,9.8220e-01
5.6234e-12,9.8165e-01
6.6834e-12,9.8109e-01
7.9433e-12,9.8051e-01
9.4406e-12,9.7992e-01
1.1220e-11,9.7931e-01
1.3335e-11,9.7867e-01
1.5849e-11,9.7802e-01
1.8836e-11,9.7736e-01
2.2387e-11,9.7667e-01
2.6607e-11,9.7596e-01
3.1623e-11,9.7523e-01
3.7584e-11,9.7447e-01
4.4668e-11,9.7370e-01
5.3088e-11,9.7290e-01
6.3096e-11,9.7208e-01
7.4989e-11,9.7124e-01
8.9125e-11,9.7037e-01
1.0593e-10,9.6947e-01
1.2589e-10,9.6855e-01
1.4962e-10,9.6760e-01
1.7783e-10,9.6663e-01
2.1135e-10,9.6562e-01
2.5119e-10,9.6459e-01
2.9854e-10,9.6352e-01
3.5481e-10,9.6243e-01
4.2170e-10,9.6130e-01
5.0119e-10,9.6014e-01
5.9566e-10,9.5895e-01
7.0795e-10,9.5773e-01
8.4140e-10,9.5647e-01
1.0000e-09,9.5517e-01
1.1885e-09,9.5384e-01
1.4125e-09,9.5247e-01
1.6788e-09,9.5106e-01
1.9953e-09,9.4961e-01
2.3714e-09,9.4812e-01
2.8184e-09,9.4658e-01
3.3497e-09,9.4501e-01
3.9811e-09,9.4339e-01
4.7315e-09,9.4173e-01
5.6234e-09,9.4002e-01
6.6834e-09,9.3826e-01
7.9433e-09,9.3646e-01
9.4406e-09,9.3461e-01
1.1220e-08,9.3270e-01
1.3335e-08,9.3075e-01
1.5849e-08,9.2874e-01
1.8836e-08,9.2668e-01
2.2387e-08,9.2456e-01
2.6607e-08,9.2239e-01
3.1623e-08,9.2016e-01
3.7584e-08,9.1787e-01
4.4668e-08,9.1552e-01
5.3088e-08,9.1312e-01
6.3096e-08,9.1064e-01
7.4989e-08,9.0811e-01
8.9125e-08,9.0551e-01
1.0593e-07,9.0285e-01
1.2589e-07,9.0011e-01
1.4962e-07,8.9731e-01
1.7783e-07,8.9444e-01
2.1135e-07,8.9150e-01
2.5119e-07,8.8849e-01
2.9854e-07,8.8540e-01
3.5481e-07,8.8224e-01
4.2170e-07,8.7901e-01
5.0119e-07,8.7569e-01
5.9566e-07,8.7230e-01
7.0795e-07,8.6883e-01
8.4140e-07,8.6528e-01
1.0000e-06,8.6165e-01
