1.578400589708203432e-12 2.055769456263333798e-04 9.982400000000000162e-01 2.052151302020310342e-04
1.577085705587127914e-11 4.173113400747742278e-03 9.982400000000000162e-01 4.165768721162426032e-03
1.576954217175021457e-10 8.358244781923039254e-03 9.982400000000000162e-01 8.343534271106855388e-03
1.576941068333810242e-09 1.637355057025702970e-02 9.982400000000000162e-01 1.634473312125337904e-02
1.576939753449689224e-08 2.719354018377109425e-02 9.982400000000000162e-01 2.714567955304765870e-02
1.576939621961277296e-07 3.978570289895973916e-02 9.982400000000000162e-01 3.971568006185757088e-02
1.596134191045033243e-06 5.005032305501730394e-02 9.982400000000000162e-01 4.996223448644047244e-02
1.584903208317197206e-05 5.773259076012866170e-02 9.982400000000000162e-01 5.763098140039083633e-02
1.599848902538317317e-04 6.535403378467073698e-02 9.982400000000000162e-01 6.523901068520972235e-02
1.583893137540619148e-03 7.867927249754380625e-02 9.982400000000000162e-01 7.854079697794813519e-02
1.604948139152975392e-02 1.143268975314526703e-01 9.982400000000000162e-01 1.141256821917973202e-01
1.591218525504677628e-01 1.521133011417847014e-01 9.982400000000000162e-01 1.518455817317751755e-01
1.591563088184693608e+00 2.418260804713715517e-01 9.982400000000000162e-01 2.414004665697419283e-01
1.591549366662004950e+01 1.386097557150660353e-01 9.982400000000000162e-01 1.383658025450075213e-01
