   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,2.1460e-06,6.2826e-04
1.1885e-04,3.0227e-06,7.4667e-04
1.4125e-04,4.2574e-06,8.8739e-04
1.6788e-04,5.9965e-06,1.0546e-03
1.9953e-04,8.4460e-06,1.2534e-03
2.3714e-04,1.1896e-05,1.4896e-03
2.8184e-04,1.6754e-05,1.7703e-03
3.3497e-04,2.3597e-05,2.1038e-03
3.9811e-04,3.3233e-05,2.5001e-03
4.7315e-04,4.6802e-05,2.9710e-03
5.6234e-04,6.5909e-05,3.5304e-03
6.6834e-04,9.2809e-05,4.1949e-03
7.9433e-04,1.3068e-04,4.9842e-03
9.4406e-04,1.8397e-04,5.9213e-03
1.1220e-03,2.5897e-04,7.0337e-03
1.3335e-03,3.6446e-04,8.3536e-03
1.5849e-03,5.1277e-04,9.9186e-03
1.8836e-03,7.2117e-04,1.1773e-02
2.2387e-03,1.0137e-03,1.3967e-02
2.6607e-03,1.4240e-03,1.6559e-02
3.1623e-03,1.9983e-03,1.9614e-02
3.7584e-03,2.8005e-03,2.3204e-02
4.4668e-03,3.9178e-03,2.7404e-02
5.3088e-03,5.4672e-03,3.2288e-02
6.3096e-03,7.6038e-03,3.7919e-02
7.4989e-03,1.0527e-02,4.4335e-02
8.9125e-03,1.4486e-02,5.1530e-02
1.0593e-02,1.9771e-02,5.9418e-02
1.2589e-02,2.6699e-02,6.7803e-02
1.4962e-02,3.5564e-02,7.6342e-02
1.7783e-02,4.6570e-02,8.4528e-02
2.1135e-02,5.9736e-02,9.1714e-02
2.5119e-02,7.4810e-02,9.7200e-02
2.9854e-02,9.1234e-02,1.0037e-01
3.5481e-02,1.0820e-01,1.0086e-01
4.2170e-02,1.2481e-01,9.8642e-02
5.0119e-02,1.4024e-01,9.4062e-02
5.9566e-02,1.5392e-01,8.7701e-02
7.0795e-02,1.6556e-01,8.0238e-02
8.4140e-02,1.7517e-01,7.2305e-02
