   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,-9.1365e-07,6.2829e-04
1.1885e-04,-1.2953e-06,7.4671e-04
1.4125e-04,-1.8364e-06,8.8746e-04
1.6788e-04,-2.6036e-06,1.0547e-03
1.9953e-04,-3.6912e-06,1.2535e-03
2.3714e-04,-5.2330e-06,1.4898e-03
2.8184e-04,-7.4187e-06,1.7706e-03
3.3497e-04,-1.0517e-05,2.1042e-03
3.9811e-04,-1.4910e-05,2.5008e-03
4.7315e-04,-2.1136e-05,2.9720e-03
5.6234e-04,-2.9962e-05,3.5320e-03
6.6834e-04,-4.2472e-05,4.1975e-03
7.9433e-04,-6.0203e-05,4.9882e-03
9.4406e-04,-8.5332e-05,5.9276e-03
1.1220e-03,-1.2094e-04,7.0438e-03
1.3335e-03,-1.7140e-04,8.3696e-03
1.5849e-03,-2.4289e-04,9.9442e-03
1.8836e-03,-3.4415e-04,1.1814e-02
2.2387e-03,-4.8754e-04,1.4033e-02
2.6607e-03,-6.9053e-04,1.6666e-02
3.1623e-03,-9.7772e-04,1.9788e-02
3.7584e-03,-1.3838e-03,2.3487e-02
4.4668e-03,-1.9575e-03,2.7863e-02
5.3088e-03,-2.7668e-03,3.3033e-02
6.3096e-03,-3.9068e-03,3.9124e-02
7.4989e-03,-5.5086e-03,4.6277e-02
8.9125e-03,-7.7520e-03,5.4638e-02
1.0593e-02,-1.0880e-02,6.4346e-02
1.2589e-02,-1.5213e-02,7.5514e-02
1.4962e-02,-2.1166e-02,8.8193e-02
1.7783e-02,-2.9249e-02,1.0233e-01
2.1135e-02,-4.0053e-02,1.1769e-01
2.5119e-02,-5.4195e-02,1.3379e-01
2.9854e-02,-7.2210e-02,1.4983e-01
3.5481e-02,-9.4383e-02,1.6468e-01
4.2170e-02,-1.2055e-01,1.7697e-01
5.0119e-02,-1.4993e-01,1.8533e-01
5.9566e-02,-1.8115e-01,1.8867e-01
7.0795e-02,-2.1241e-01,1.8658e-01
8.4140e-02,-2.4190e-01,1.7941e-01
1.0000e-01,-2.6819e-01,1.6817e-01
1.1885e-01,-2.9044e-01,1.5420e-01
1.4125e-01,-3.0844e-01,1.3890e-01
1.6788e-01,-3.2244e-01,1.2341e-01
1.9953e-01,-3.3296e-01,1.0857e-01
2.3714e-01,-3.4063e-01,9.4890e-02
2.8184e-01,-3.4604e-01,8.2613e-02
3.3497e-01,-3.4973e-01,7.1811e-02
3.9811e-01,-3.5212e-01,6.2438e-02
4.7315e-01,-3.5354e-01,5.4387e-02
5.6234e-01,-3.5426e-01,4.7519e-02
6.6834e-01,-3.5447e-01,4.1690e-02
7.9433e-01,-3.5429e-01,3.6760e-02
9.4406e-01,-3.5385e-01,3.2602e-02
1.1220e+00,-3.5320e-01,2.9099e-02
1.3335e+00,-3.5241e-01,2.6152e-02
1.5849e+00,-3.5152e-01,2.3674e-02
1.8836e+00,-3.5055e-01,2.1590e-02
2.2387e+00,-3.4952e-01,1.9838e-02
2.6607e+00,-3.4846e-01,1.8364e-02
3.1623e+00,-3.4736e-01,1.7124e-02
3.7584e+00,-3.4624e-01,1.6079e-02
4.4668e+00,-3.4511e-01,1.5197e-02
5.3088e+00,-3.4397e-01,1.4453e-02
6.3096e+00,-3.4283e-01,1.3823e-02
7.4989e+00,-3.4167e-01,1.3289e-02
8.9125e+00,-3.4052e-01,1.2835e-02
1.0593e+01,-3.3936e-01,1.2448e-02
1.2589e+01,-3.3821e-01,1.2117e-02
1.4962e+01,-3.3706e-01,1.1834e-02
1.7783e+01,-3.3591e-01,1.1589e-02
2.1135e+01,-3.3476e-01,1.1378e-02
2.5119e+01,-3.3361e-01,1.1194e-02
2.9854e+01,-3.3247e-01,1.1033e-02
3.5481e+01,-3.3133e-01,1.0891e-02
4.2170e+01,-3.3020e-01,1.0766e-02
5.0119e+01,-3.2907e-01,1.0654e-02
5.9566e+01,-3.2794e-01,1.0553e-02
7.0795e+01,-3.2682e-01,1.0462e-02
8.4140e+01,-3.2570e-01,1.0379e-02
1.0000e+02,-3.2458e-01,1.0302e-02
1.1885e+02,-3.2348e-01,1.0232e-02
1.4125e+02,-3.2237e-01,1.0166e-02
1.6788e+02,-3.2127e-01,1.0104e-02
1.9953e+02,-3.2017e-01,1.0045e-02
2.3714e+02,-3.1908e-01,9.9897e-03
2.8184e+02,-3.1800e-01,9.9365e-03
3.3497e+02,-3.1691e-01,9.8854e-03
3.9811e+02,-3.1583e-01,9.8360e-03
4.7315e+02,-3.1476e-01,9.7882e-03
5.6234e+02,-3.1369e-01,9.7417e-03
6.6834e+02,-3.1263e-01,9.6962e-03
7.9433e+02,-3.1157e-01,9.6518e-03
9.4406e+02,-3.1051e-01,9.6082e-03
1.1220e+03,-3.0946e-01,9.5654e-03
1.3335e+03,-3.0841e-01,9.5232e-03
1.5849e+03,-3.0737e-01,9.4816e-03
1.8836e+03,-3.0633e-01,9.4406e-03
2.2387e+03,-3.0530e-01,9.4000e-03
2.6607e+03,-3.0427e-01,9.3598e-03
3.1623e+03,-3.0324e-01,9.3200e-03
3.7584e+03,-3.0222e-01,9.2806e-03
4.4668e+03,-3.0120e-01,9.2415e-03
5.3088e+03,-3.0019e-01,9.2027e-03
6.3096e+03,-2.9918e-01,9.1643e-03
7.4989e+03,-2.9818e-01,9.1260e-03
8.9125e+03,-2.9718e-01,9.0881e-03
1.0593e+04,-2.9618e-01,9.0504e-03
1.2589e+04,-2.9519e-01,9.0130e-03
1.4962e+04,-2.9420e-01,8.9758e-03
1.7783e+04,-2.9322e-01,8.9388e-03
2.1135e+04,-2.9224e-01,8.9020e-03
2.5119e+04,-2.9126e-01,8.8655e-03
2.9854e+04,-2.9029e-01,8.8292e-03
3.5481e+04,-2.8932e-01,8.7930e-03
4.2170e+04,-2.8836e-01,8.7571e-03
5.0119e+04,-2.8740e-01,8.7214e-03
5.9566e+04,-2.8644e-01,8.6859e-03
7.0795e+04,-2.8549e-01,8.6505e-03
8.4140e+04,-2.8454e-01,8.6154e-03
1.0000e+05,-2.8359e-01,8.5804e-03
1.1885e+05,-2.8265e-01,8.5457e-03
1.4125e+05,-2.8172e-01,8.5111e-03
1.6788e+05,-2.8078e-01,8.4767e-03
1.9953e+05,-2.7985e-01,8.4425e-03
2.3714e+05,-2.7893e-01,8.4085e-03
2.8184e+05,-2.7801e-01,8.3746e-03
3.3497e+05,-2.7709e-01,8.3409e-03
3.9811e+05,-2.7617e-01,8.3074e-03
4.7315e+05,-2.7526e-01,8.2741e-03
5.6234e+05,-2.7435e-01,8.2410e-03
6.6834e+05,-2.7345e-01,8.2080e-03
7.9433e+05,-2.7255e-01,8.1752e-03
9.4406e+05,-2.7165e-01,8.1425e-03
1.1220e+06,-2.7076e-01,8.1101e-03
1.3335e+06,-2.6987e-01,8.0778e-03
1.5849e+06,-2.6899e-01,8.0456e-03
1.8836e+06,-2.6810e-01,8.0137e-03
2.2387e+06,-2.6722e-01,7.9818e-03
2.6607e+06,-2.6635e-01,7.9502e-03
3.1623e+06,-2.6548e-01,7.9187e-03
3.7584e+06,-2.6461e-01,7.8874e-03
4.4668e+06,-2.6374e-01,7.8562e-03
5.3088e+06,-2.6288e-01,7.8252e-03
6.3096e+06,-2.6202e-01,7.7944e-03
7.4989e+06,-2.6117e-01,7.7637e-03
8.9125e+06,-2.6032e-01,7.7331e-03
1.0593e+07,-2.5947e-01,7.7028e-03
1.2589e+07,-2.5863e-01,7.6725e-03
1.4962e+07,-2.5778e-01,7.6424e-03
1.7783e+07,-2.5695e-01,7.6125e-03
2.1135e+07,-2.5611e-01,7.5827e-03
2.5119e+07,-2.5528e-01,7.5531e-03
2.9854e+07,-2.5445e-01,7.5236e-03
3.5481e+07,-2.5363e-01,7.4943e-03
4.2170e+07,-2.5280e-01,7.4651e-03
5.0119e+07,-2.5199e-01,7.4361e-03
5.9566e+07,-2.5117e-01,7.4072e-03
7.0795e+07,-2.5036e-01,7.3784e-03
8.4140e+07,-2.4955e-01,7.3498e-03
1.0000e+08,-2.4874e-01,7.3213e-03
1.1885e+08,-2.4794e-01,7.2930e-03
1.4125e+08,-2.4714e-01,7.2648e-03
1.6788e+08,-2.4634e-01,7.2368e-03
1.9953e+08,-2.4555e-01,7.2088e-03
2.3714e+08,-2.4476e-01,7.1811e-03
2.8184e+08,-2.4397e-01,7.1534e-03
3.3497e+08,-2.4319e-01,7.1259e-03
3.9811e+08,-2.4241e-01,7.0985e-03
4.7315e+08,-2.4163e-01,7.0713e-03
5.6234e+08,-2.4085e-01,7.0442e-03
6.6834e+08,-2.4008e-01,7.0172e-03
7.9433e+08,-2.3931e-01,6.9904e-03
