3.000000000000000000e+00 9.998700000000000365e-01 1.853737492346290816e+00
4.000000000000000000e+00 9.998700000000000365e-01 7.307286235586815115e-01
5.000000000000000000e+00 9.998700000000000365e-01 2.857543912691472010e-01
6.000000000000000000e+00 9.998700000000000365e-01 1.105178154536658741e-01
7.000000000000000000e+00 9.998700000000000365e-01 4.719146952920470067e-02
8.000000000000000000e+00 9.998700000000000365e-01 2.444543694125769079e-02
9.000000000000000000e+00 9.998700000000000365e-01 1.404486473748155217e-02
1.000000000000000000e+01 9.998700000000000365e-01 8.850350311380898380e-03
1.100000000000000000e+01 9.998700000000000365e-01 5.325606966845734640e-03
1.200000000000000000e+01 9.998700000000000365e-01 3.003440255262051529e-03
1.300000000000000000e+01 9.998700000000000365e-01 1.579676526327795276e-03
1.400000000000000000e+01 9.998700000000000365e-01 8.075587158259446303e-04
