1.549239712469499193e-09 2.713450234194330916e-05 9.998700000000000365e-01 2.713097485663885702e-05
3.229196720859393217e-11 9.054925266856490157e-04 9.998700000000000365e-01 9.053748126571799617e-04
4.601916483904964163e-10 3.409766273856998983e-03 9.998700000000000365e-01 3.409323004241397725e-03
6.558201431131793924e-09 1.154078568382603184e-02 9.998700000000000365e-01 1.153928538168713484e-02
9.346110168032311353e-08 2.780016427361982692e-02 9.998700000000000365e-01 2.779655025226425782e-02
1.344400577334914998e-06 4.965267728625268051e-02 9.998700000000000365e-01 4.964622243820546871e-02
1.909499038033799873e-05 6.821970030142410213e-02 9.998700000000000365e-01 6.821083174038491959e-02
2.705013001269556544e-04 8.069689893446031770e-02 9.998700000000000365e-01 8.068640833759883890e-02
3.934159874176962161e-03 1.134470653955806235e-01 9.998700000000000365e-01 1.134323172770791976e-01
5.497034800321744935e-02 1.649813167177714701e-01 9.998700000000000365e-01 1.649598691465981593e-01
7.836695553547116111e-01 2.769240566014337657e-01 9.998700000000000365e-01 2.768880564740756056e-01
1.116796276076016348e+01 1.965485714279135154e-01 9.998700000000000365e-01 1.965230201136279053e-01
