   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9987e-01
1.1885e-12,9.9986e-01
1.4125e-12,9.9984e-01
1.6788e-12,9.9983e-01
1.9953e-12,9.9981e-01
2.3714e-12,9.9979e-01
2.8184e-12,9.9976e-01
3.3497e-12,9.9974e-01
3.9811e-12,9.9971e-01
4.7315e-12,9.9968e-01
5.6234e-12,9.9964e-01
6.6834e-12,9.9960e-01
7.9433e-12,9.9956e-01
9.4406e-12,9.9951e-01
1.1220e-11,9.9946e-01
1.3335e-11,9.9940e-01
1.5849e-11,9.9934e-01
1.8836e-11,9.9927e-01
2.2387e-11,9.9920e-01
2.6607e-11,9.9911e-01
3.1623e-11,9.9902e-01
3.7584e-11,9.9892e-01
4.4668e-11,9.9881e-01
5.3088e-11,9.9869e-01
6.3096e-11,9.9856e-01
7.4989e-11,9.9842e-01
8.9125e-11,9.9826e-01
1.0593e-10,9.9809e-01
1.2589e-10,9.9791e-01
1.4962e-10,9.9771e-01
1.7783e-10,9.9749e-01
2.1135e-10,9.9725e-01
2.5119e-10,9.9699e-01
2.9854e-10,9.9672e-01
3.5481e-10,9.9642e-01
4.2170e-10,9.9609e-01
5.0119e-10,9.9574e-01
5.9566e-10,9.9536e-01
7.0795e-10,9.9496e-01
8.4140e-10,9.9452e-01
1.0000e-09,9.9405e-01
1.1885e-09,9.9354e-01
1.4125e-09,9.9300e-01
1.6788e-09,9.9242e-01
1.9953e-09,9.9180e-01
2.3714e-09,9.9114e-01
2.8184e-09,9.9043e-01
3.3497e-09,9.8967e-01
3.9811e-09,9.8887e-01
4.7315e-09,9.8801e-01
5.6234e-09,9.8711e-01
6.6834e-09,9.8614e-01
7.9433e-09,9.8512e-01
9.4406e-09,9.8403e-01
1.1220e-08,9.8289e-01
1.3335e-08,9.8167e-01
1.5849e-08,9.8040e-01
1.8836e-08,9.7905e-01
2.2387e-08,9.7763e-01
2.6607e-08,9.7614e-01
3.1623e-08,9.7457e-01
3.7584e-08,9.7292e-01
4.4668e-08,9.7120e-01
5.3088e-08,9.6939e-01
6.3096e-08,9.6751e-01
7.4989e-08,9.6554e-01
8.9125e-08,9.6348e-01
1.0593e-07,9.6134e-01
1.2589e-07,9.5911e-01
