   t   ,G_relax
1.4962e-07,9.5679e-01
1.7783e-07,9.5439e-01
2.1135e-07,9.5189e-01
2.5119e-07,9.4931e-01
2.9854e-07,9.4663e-01
3.5481e-07,9.4387e-01
4.2170e-07,9.4101e-01
5.0119e-07,9.3807e-01
5.9566e-07,9.3503e-01
7.0795e-07,9.3191e-01
8.4140e-07,9.2870e-01
1.0000e-06,9.2540e-01
1.1885e-06,9.2202e-01
1.4125e-06,9.1855e-01
1.6788e-06,9.1500e-01
1.9953e-06,9.1136e-01
2.3714e-06,9.0765e-01
2.8184e-06,9.0385e-01
3.3497e-06,8.9998e-01
3.9811e-06,8.9603e-01
4.7315e-06,8.9201e-01
5.6234e-06,8.8791e-01
6.6834e-06,8.8374e-01
7.9433e-06,8.7950e-01
9.4406e-06,8.7519e-01
1.1220e-05,8.7081e-01
1.3335e-05,8.6636e-01
1.5849e-05,8.6185e-01
1.8836e-05,8.5727e-01
2.2387e-05,8.5263e-01
2.6607e-05,8.4792e-01
3.1623e-05,8.4315e-01
3.7584e-05,8.3831e-01
4.4668e-05,8.3341e-01
5.3088e-05,8.2844e-01
6.3096e-05,8.2340e-01
7.4989e-05,8.1829e-01
8.9125e-05,8.1311e-01
1.0593e-04,8.0786e-01
1.2589e-04,8.0253e-01
1.4962e-04,7.9713e-01
1.7783e-04,7.9164e-01
2.1135e-04,7.8606e-01
2.5119e-04,7.8039e-01
2.9854e-04,7.7463e-01
3.5481e-04,7.6876e-01
4.2170e-04,7.6279e-01
5.0119e-04,7.5671e-01
5.9566e-04,7.5050e-01
7.0795e-04,7.4417e-01
8.4140e-04,7.3771e-01
1.0000e-03,7.3111e-01
1.1885e-03,7.2435e-01
1.4125e-03,7.1744e-01
1.6788e-03,7.1036e-01
1.9953e-03,7.0311e-01
2.3714e-03,6.9567e-01
2.8184e-03,6.8804e-01
3.3497e-03,6.8020e-01
3.9811e-03,6.7216e-01
4.7315e-03,6.6389e-01
5.6234e-03,6.5540e-01
6.6834e-03,6.4667e-01
7.9433e-03,6.3769e-01
9.4406e-03,6.2845e-01
1.1220e-02,6.1895e-01
1.3335e-02,6.0919e-01
1.5849e-02,5.9914e-01
1.8836e-02,5.8882e-01
2.2387e-02,5.7821e-01
2.6607e-02,5.6731e-01
3.1623e-02,5.5611e-01
3.7584e-02,5.4462e-01
4.4668e-02,5.3283e-01
5.3088e-02,5.2073e-01
6.3096e-02,5.0834e-01
7.4989e-02,4.9565e-01
8.9125e-02,4.8266e-01
1.0593e-01,4.6937e-01
1.2589e-01,4.5578e-01
1.4962e-01,4.4190e-01
1.7783e-01,4.2773e-01
2.1135e-01,4.1326e-01
2.5119e-01,3.9851e-01
2.9854e-01,3.8346e-01
3.5481e-01,3.6814e-01
4.2170e-01,3.5253e-01
5.0119e-01,3.3665e-01
5.9566e-01,3.2052e-01
7.0795e-01,3.0415e-01
8.4140e-01,2.8756e-01
1.0000e+00,2.7080e-01
1.1885e+00,2.5390e-01
1.4125e+00,2.3695e-01
1.6788e+00,2.2002e-01
1.9953e+00,2.0320e-01
2.3714e+00,1.8662e-01
2.8184e+00,1.7039e-01
3.3497e+00,1.5464e-01
3.9811e+00,1.3951e-01
4.7315e+00,1.2510e-01
5.6234e+00,1.1153e-01
6.6834e+00,9.8870e-02
7.9433e+00,8.7182e-02
9.4406e+00,7.6494e-02
1.1220e+01,6.6807e-02
1.3335e+01,5.8102e-02
1.5849e+01,5.0339e-02
1.8836e+01,4.3465e-02
2.2387e+01,3.7415e-02
2.6607e+01,3.2120e-02
3.1623e+01,2.7509e-02
3.7584e+01,2.3511e-02
4.4668e+01,2.0056e-02
5.3088e+01,1.7082e-02
6.3096e+01,1.4528e-02
7.4989e+01,1.2341e-02
8.9125e+01,1.0471e-02
1.0593e+02,8.8762e-03
1.2589e+02,7.5180e-03
1.4962e+02,6.3629e-03
1.7783e+02,5.3817e-03
2.1135e+02,4.5492e-03
2.5119e+02,3.8436e-03
2.9854e+02,3.2459e-03
3.5481e+02,2.7401e-03
4.2170e+02,2.3123e-03
5.0119e+02,1.9507e-03
5.9566e+02,1.6451e-03
7.0795e+02,1.3871e-03
8.4140e+02,1.1693e-03
1.0000e+03,9.8550e-04
