   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9726e-01
1.1885e-12,9.9715e-01
1.4125e-12,9.9702e-01
1.6788e-12,9.9689e-01
1.9953e-12,9.9676e-01
2.3714e-12,9.9661e-01
2.8184e-12,9.9647e-01
3.3497e-12,9.9631e-01
3.9811e-12,9.9615e-01
4.7315e-12,9.9599e-01
5.6234e-12,9.9581e-01
6.6834e-12,9.9563e-01
7.9433e-12,9.9544e-01
9.4406e-12,9.9524e-01
1.1220e-11,9.9503e-01
1.3335e-11,9.9482e-01
1.5849e-11,9.9459e-01
1.8836e-11,9.9436e-01
2.2387e-11,9.9411e-01
2.6607e-11,9.9386e-01
3.1623e-11,9.9359e-01
3.7584e-11,9.9331e-01
4.4668e-11,9.9302e-01
5.3088e-11,9.9272e-01
6.3096e-11,9.9240e-01
7.4989e-11,9.9207e-01
8.9125e-11,9.9173e-01
1.0593e-10,9.9137e-01
1.2589e-10,9.9100e-01
1.4962e-10,9.9061e-01
1.7783e-10,9.9020e-01
2.1135e-10,9.8978e-01
2.5119e-10,9.8934e-01
2.9854e-10,9.8888e-01
3.5481e-10,9.8839e-01
4.2170e-10,9.8789e-01
5.0119e-10,9.8737e-01
5.9566e-10,9.8683e-01
7.0795e-10,9.8626e-01
8.4140e-10,9.8567e-01
1.0000e-09,9.8505e-01
1.1885e-09,9.8441e-01
1.4125e-09,9.8373e-01
1.6788e-09,9.8304e-01
1.9953e-09,9.8231e-01
2.3714e-09,9.8155e-01
2.8184e-09,9.8076e-01
3.3497e-09,9.7993e-01
3.9811e-09,9.7907e-01
4.7315e-09,9.7818e-01
5.6234e-09,9.7724e-01
6.6834e-09,9.7627e-01
7.9433e-09,9.7526e-01
9.4406e-09,9.7420e-01
1.1220e-08,9.7310e-01
1.3335e-08,9.7196e-01
1.5849e-08,9.7077e-01
1.8836e-08,9.6953e-01
2.2387e-08,9.6824e-01
2.6607e-08,9.6689e-01
3.1623e-08,9.6549e-01
3.7584e-08,9.6403e-01
4.4668e-08,9.6252e-01
5.3088e-08,9.6094e-01
6.3096e-08,9.5930e-01
7.4989e-08,9.5759e-01
8.9125e-08,9.5582e-01
1.0593e-07,9.5397e-01
1.2589e-07,9.5205e-01
1.4962e-07,9.5005e-01
1.7783e-07,9.4797e-01
2.1135e-07,9.4582e-01
2.5119e-07,9.4357e-01
2.9854e-07,9.4124e-01
3.5481e-07,9.3882e-01
4.2170e-07,9.3631e-01
5.0119e-07,9.3370e-01
5.9566e-07,9.3099e-01
7.0795e-07,9.2818e-01
8.4140e-07,9.2526e-01
1.0000e-06,9.2223e-01
1.1885e-06,9.1909e-01
1.4125e-06,9.1583e-01
1.6788e-06,9.1246e-01
1.9953e-06,9.0896e-01
2.3714e-06,9.0533e-01
2.8184e-06,9.0158e-01
3.3497e-06,8.9769e-01
3.9811e-06,8.9367e-01
4.7315e-06,8.8950e-01
5.6234e-06,8.8519e-01
6.6834e-06,8.8074e-01
7.9433e-06,8.7614e-01
9.4406e-06,8.7138e-01
1.1220e-05,8.6647e-01
1.3335e-05,8.6139e-01
1.5849e-05,8.5616e-01
1.8836e-05,8.5076e-01
2.2387e-05,8.4519e-01
2.6607e-05,8.3945e-01
3.1623e-05,8.3354e-01
3.7584e-05,8.2746e-01
4.4668e-05,8.2120e-01
5.3088e-05,8.1475e-01
6.3096e-05,8.0813e-01
7.4989e-05,8.0133e-01
8.9125e-05,7.9435e-01
1.0593e-04,7.8718e-01
1.2589e-04,7.7983e-01
1.4962e-04,7.7230e-01
1.7783e-04,7.6458e-01
2.1135e-04,7.5668e-01
2.5119e-04,7.4860e-01
2.9854e-04,7.4035e-01
3.5481e-04,7.3191e-01
4.2170e-04,7.2330e-01
5.0119e-04,7.1452e-01
5.9566e-04,7.0557e-01
7.0795e-04,6.9646e-01
8.4140e-04,6.8718e-01
1.0000e-03,6.7775e-01
1.1885e-03,6.6817e-01
1.4125e-03,6.5844e-01
1.6788e-03,6.4857e-01
1.9953e-03,6.3857e-01
2.3714e-03,6.2845e-01
2.8184e-03,6.1820e-01
3.3497e-03,6.0784e-01
3.9811e-03,5.9738e-01
4.7315e-03,5.8683e-01
5.6234e-03,5.7618e-01
6.6834e-03,5.6545e-01
7.9433e-03,5.5466e-01
9.4406e-03,5.4380e-01
1.1220e-02,5.3288e-01
1.3335e-02,5.2192e-01
1.5849e-02,5.1092e-01
1.8836e-02,4.9990e-01
2.2387e-02,4.8885e-01
2.6607e-02,4.7779e-01
3.1623e-02,4.6671e-01
3.7584e-02,4.5564e-01
4.4668e-02,4.4458e-01
5.3088e-02,4.3352e-01
6.3096e-02,4.2247e-01
7.4989e-02,4.1144e-01
8.9125e-02,4.0043e-01
1.0593e-01,3.8944e-01
1.2589e-01,3.7845e-01
1.4962e-01,3.6748e-01
1.7783e-01,3.5651e-01
2.1135e-01,3.4554e-01
2.5119e-01,3.3454e-01
2.9854e-01,3.2352e-01
3.5481e-01,3.1244e-01
4.2170e-01,3.0129e-01
5.0119e-01,2.9005e-01
5.9566e-01,2.7867e-01
7.0795e-01,2.6714e-01
8.4140e-01,2.5543e-01
1.0000e+00,2.4349e-01
1.1885e+00,2.3131e-01
1.4125e+00,2.1887e-01
1.6788e+00,2.0616e-01
1.9953e+00,1.9321e-01
2.3714e+00,1.8004e-01
2.8184e+00,1.6673e-01
3.3497e+00,1.5336e-01
3.9811e+00,1.4007e-01
4.7315e+00,1.2700e-01
5.6234e+00,1.1430e-01
6.6834e+00,1.0213e-01
7.9433e+00,9.0608e-02
9.4406e+00,7.9860e-02
1.1220e+01,6.9958e-02
