   t   ,G_relax
5.9566e-07,2.7842e-01
7.0795e-07,2.7934e-01
8.4140e-07,2.8027e-01
1.0000e-06,2.8120e-01
1.1885e-06,2.8213e-01
1.4125e-06,2.8307e-01
1.6788e-06,2.8402e-01
1.9953e-06,2.8496e-01
2.3714e-06,2.8591e-01
2.8184e-06,2.8687e-01
3.3497e-06,2.8782e-01
3.9811e-06,2.8879e-01
4.7315e-06,2.8975e-01
5.6234e-06,2.9072e-01
6.6834e-06,2.9170e-01
7.9433e-06,2.9267e-01
9.4406e-06,2.9366e-01
1.1220e-05,2.9464e-01
1.3335e-05,2.9563e-01
1.5849e-05,2.9663e-01
1.8836e-05,2.9762e-01
2.2387e-05,2.9863e-01
2.6607e-05,2.9963e-01
3.1623e-05,3.0064e-01
3.7584e-05,3.0166e-01
4.4668e-05,3.0268e-01
5.3088e-05,3.0370e-01
6.3096e-05,3.0473e-01
7.4989e-05,3.0576e-01
8.9125e-05,3.0680e-01
1.0593e-04,3.0784e-01
1.2589e-04,3.0888e-01
1.4962e-04,3.0993e-01
1.7783e-04,3.1099e-01
2.1135e-04,3.1204e-01
2.5119e-04,3.1311e-01
2.9854e-04,3.1417e-01
3.5481e-04,3.1524e-01
4.2170e-04,3.1632e-01
5.0119e-04,3.1740e-01
5.9566e-04,3.1849e-01
7.0795e-04,3.1958e-01
8.4140e-04,3.2067e-01
1.0000e-03,3.2177e-01
1.1885e-03,3.2287e-01
1.4125e-03,3.2398e-01
1.6788e-03,3.2509e-01
1.9953e-03,3.2621e-01
2.3714e-03,3.2733e-01
2.8184e-03,3.2846e-01
3.3497e-03,3.2959e-01
3.9811e-03,3.3072e-01
4.7315e-03,3.3186e-01
5.6234e-03,3.3301e-01
6.6834e-03,3.3415e-01
7.9433e-03,3.3531e-01
9.4406e-03,3.3646e-01
1.1220e-02,3.3762e-01
1.3335e-02,3.3879e-01
1.5849e-02,3.3995e-01
1.8836e-02,3.4112e-01
2.2387e-02,3.4229e-01
2.6607e-02,3.4347e-01
3.1623e-02,3.4464e-01
3.7584e-02,3.4581e-01
4.4668e-02,3.4698e-01
5.3088e-02,3.4814e-01
6.3096e-02,3.4929e-01
7.4989e-02,3.5043e-01
8.9125e-02,3.5155e-01
1.0593e-01,3.5265e-01
1.2589e-01,3.5370e-01
1.4962e-01,3.5470e-01
1.7783e-01,3.5562e-01
2.1135e-01,3.5643e-01
2.5119e-01,3.5709e-01
2.9854e-01,3.5755e-01
3.5481e-01,3.5772e-01
4.2170e-01,3.5749e-01
5.0119e-01,3.5672e-01
5.9566e-01,3.5521e-01
7.0795e-01,3.5270e-01
8.4140e-01,3.4887e-01
1.0000e+00,3.4333e-01
1.1885e+00,3.3564e-01
1.4125e+00,3.2536e-01
1.6788e+00,3.1214e-01
1.9953e+00,2.9579e-01
2.3714e+00,2.7644e-01
2.8184e+00,2.5457e-01
3.3497e+00,2.3095e-01
3.9811e+00,2.0658e-01
4.7315e+00,1.8243e-01
5.6234e+00,1.5934e-01
6.6834e+00,1.3794e-01
7.9433e+00,1.1855e-01
9.4406e+00,1.0134e-01
1.1220e+01,8.6260e-02
1.3335e+01,7.3199e-02
1.5849e+01,6.1974e-02
1.8836e+01,5.2383e-02
2.2387e+01,4.4223e-02
2.6607e+01,3.7300e-02
3.1623e+01,3.1441e-02
3.7584e+01,2.6490e-02
4.4668e+01,2.2311e-02
5.3088e+01,1.8787e-02
6.3096e+01,1.5816e-02
7.4989e+01,1.3313e-02
8.9125e+01,1.1206e-02
1.0593e+02,9.4308e-03
1.2589e+02,7.9367e-03
1.4962e+02,6.6789e-03
1.7783e+02,5.6203e-03
2.1135e+02,4.7294e-03
2.5119e+02,3.9796e-03
2.9854e+02,3.3486e-03
3.5481e+02,2.8177e-03
4.2170e+02,2.3709e-03
5.0119e+02,1.9949e-03
5.9566e+02,1.6786e-03
7.0795e+02,1.4124e-03
8.4140e+02,1.1884e-03
1.0000e+03,9.9992e-04
