   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.5134e-01
1.1885e-12,9.5033e-01
1.4125e-12,9.4930e-01
1.6788e-12,9.4825e-01
1.9953e-12,9.4718e-01
2.3714e-12,9.4609e-01
2.8184e-12,9.4498e-01
3.3497e-12,9.4384e-01
3.9811e-12,9.4269e-01
4.7315e-12,9.4151e-01
5.6234e-12,9.4031e-01
6.6834e-12,9.3908e-01
7.9433e-12,9.3784e-01
9.4406e-12,9.3656e-01
1.1220e-11,9.3527e-01
1.3335e-11,9.3395e-01
1.5849e-11,9.3260e-01
1.8836e-11,9.3123e-01
2.2387e-11,9.2983e-01
2.6607e-11,9.2841e-01
3.1623e-11,9.2696e-01
3.7584e-11,9.2548e-01
4.4668e-11,9.2398e-01
5.3088e-11,9.2244e-01
6.3096e-11,9.2088e-01
7.4989e-11,9.1929e-01
8.9125e-11,9.1768e-01
1.0593e-10,9.1603e-01
1.2589e-10,9.1435e-01
1.4962e-10,9.1264e-01
1.7783e-10,9.1090e-01
2.1135e-10,9.0913e-01
2.5119e-10,9.0733e-01
2.9854e-10,9.0549e-01
3.5481e-10,9.0363e-01
4.2170e-10,9.0173e-01
5.0119e-10,8.9980e-01
5.9566e-10,8.9783e-01
7.0795e-10,8.9583e-01
8.4140e-10,8.9379e-01
1.0000e-09,8.9172e-01
1.1885e-09,8.8962e-01
1.4125e-09,8.8747e-01
1.6788e-09,8.8530e-01
1.9953e-09,8.8308e-01
2.3714e-09,8.8083e-01
2.8184e-09,8.7854e-01
3.3497e-09,8.7621e-01
3.9811e-09,8.7385e-01
4.7315e-09,8.7144e-01
5.6234e-09,8.6900e-01
6.6834e-09,8.6652e-01
7.9433e-09,8.6399e-01
9.4406e-09,8.6143e-01
1.1220e-08,8.5883e-01
1.3335e-08,8.5618e-01
1.5849e-08,8.5350e-01
1.8836e-08,8.5077e-01
2.2387e-08,8.4800e-01
2.6607e-08,8.4519e-01
3.1623e-08,8.4234e-01
3.7584e-08,8.3944e-01
4.4668e-08,8.3651e-01
5.3088e-08,8.3352e-01
6.3096e-08,8.3050e-01
7.4989e-08,8.2743e-01
8.9125e-08,8.2432e-01
1.0593e-07,8.2116e-01
