3.000000000000000000e+00 9.996300000000000185e-01 8.951904036462812186e-01
4.000000000000000000e+00 9.996300000000000185e-01 6.948365549847617118e-01
5.000000000000000000e+00 9.996300000000000185e-01 6.581473364416465799e-01
6.000000000000000000e+00 9.996300000000000185e-01 4.502476284432723741e-01
7.000000000000000000e+00 9.996300000000000185e-01 2.215629371700839068e-01
8.000000000000000000e+00 9.996300000000000185e-01 9.196736656712078961e-02
9.000000000000000000e+00 9.996300000000000185e-01 5.196824860752628783e-02
1.000000000000000000e+01 9.996300000000000185e-01 4.384890252075220041e-02
1.100000000000000000e+01 9.996300000000000185e-01 3.512384484362594816e-02
1.200000000000000000e+01 9.996300000000000185e-01 2.184530598558165684e-02
1.300000000000000000e+01 9.996300000000000185e-01 1.103461007189592349e-02
1.400000000000000000e+01 9.996300000000000185e-01 5.954271778618729083e-03
