   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,5.3914e-06,6.2638e-04
1.1885e-04,7.3341e-06,7.4411e-04
1.4125e-04,9.9767e-06,8.8392e-04
1.6788e-04,1.3571e-05,1.0499e-03
1.9953e-04,1.8459e-05,1.2470e-03
2.3714e-04,2.5106e-05,1.4808e-03
2.8184e-04,3.4143e-05,1.7584e-03
3.3497e-04,4.6427e-05,2.0876e-03
3.9811e-04,6.3119e-05,2.4780e-03
4.7315e-04,8.5794e-05,2.9409e-03
5.6234e-04,1.1658e-04,3.4895e-03
6.6834e-04,1.5837e-04,4.1391e-03
7.9433e-04,2.1505e-04,4.9081e-03
9.4406e-04,2.9187e-04,5.8177e-03
1.1220e-03,3.9589e-04,6.8925e-03
1.3335e-03,5.3659e-04,8.1613e-03
1.5849e-03,7.2664e-04,9.6569e-03
1.8836e-03,9.8294e-04,1.1417e-02
2.2387e-03,1.3279e-03,1.3484e-02
2.6607e-03,1.7910e-03,1.5907e-02
3.1623e-03,2.4111e-03,1.8736e-02
3.7584e-03,3.2382e-03,2.2028e-02
4.4668e-03,4.3368e-03,2.5840e-02
5.3088e-03,5.7883e-03,3.0230e-02
6.3096e-03,7.6940e-03,3.5248e-02
7.4989e-03,1.0177e-02,4.0935e-02
8.9125e-03,1.3382e-02,4.7309e-02
1.0593e-02,1.7475e-02,5.4362e-02
1.2589e-02,2.2634e-02,6.2040e-02
1.4962e-02,2.9039e-02,7.0242e-02
1.7783e-02,3.6856e-02,7.8804e-02
2.1135e-02,4.6212e-02,8.7505e-02
2.5119e-02,5.7172e-02,9.6074e-02
2.9854e-02,6.9717e-02,1.0421e-01
3.5481e-02,8.3733e-02,1.1161e-01
4.2170e-02,9.9014e-02,1.1801e-01
5.0119e-02,1.1528e-01,1.2321e-01
5.9566e-02,1.3220e-01,1.2712e-01
7.0795e-02,1.4945e-01,1.2971e-01
8.4140e-02,1.6672e-01,1.3108e-01
1.0000e-01,1.8377e-01,1.3137e-01
1.1885e-01,2.0040e-01,1.3076e-01
1.4125e-01,2.1649e-01,1.2945e-01
1.6788e-01,2.3198e-01,1.2763e-01
1.9953e-01,2.4687e-01,1.2548e-01
2.3714e-01,2.6116e-01,1.2313e-01
2.8184e-01,2.7490e-01,1.2072e-01
3.3497e-01,2.8814e-01,1.1831e-01
3.9811e-01,3.0094e-01,1.1599e-01
4.7315e-01,3.1336e-01,1.1380e-01
5.6234e-01,3.2546e-01,1.1175e-01
6.6834e-01,3.3728e-01,1.0987e-01
7.9433e-01,3.4888e-01,1.0815e-01
9.4406e-01,3.6029e-01,1.0660e-01
1.1220e+00,3.7155e-01,1.0520e-01
1.3335e+00,3.8268e-01,1.0395e-01
1.5849e+00,3.9370e-01,1.0283e-01
1.8836e+00,4.0465e-01,1.0182e-01
2.2387e+00,4.1552e-01,1.0092e-01
2.6607e+00,4.2634e-01,1.0010e-01
3.1623e+00,4.3711e-01,9.9355e-02
3.7584e+00,4.4783e-01,9.8665e-02
4.4668e+00,4.5852e-01,9.8020e-02
