3.000000000000000000e+00 9.994399999999999951e-01 1.735804697668827723e+00
4.000000000000000000e+00 9.994399999999999951e-01 4.694021029702272196e-01
5.000000000000000000e+00 9.994399999999999951e-01 2.769524273829029326e-01
6.000000000000000000e+00 9.994399999999999951e-01 1.101058971307525836e-01
7.000000000000000000e+00 9.994399999999999951e-01 4.466808327922014432e-02
8.000000000000000000e+00 9.994399999999999951e-01 2.272836779270635127e-02
9.000000000000000000e+00 9.994399999999999951e-01 1.308838147125971144e-02
1.000000000000000000e+01 9.994399999999999951e-01 8.135565668382523791e-03
1.100000000000000000e+01 9.994399999999999951e-01 5.001904278885155146e-03
1.200000000000000000e+01 9.994399999999999951e-01 2.892834379013543150e-03
1.300000000000000000e+01 9.994399999999999951e-01 1.558431769577603779e-03
1.400000000000000000e+01 9.994399999999999951e-01 3.999721316762428272e-03
