   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9944e-01
1.1885e-12,9.9939e-01
1.4125e-12,9.9933e-01
1.6788e-12,9.9926e-01
1.9953e-12,9.9919e-01
2.3714e-12,9.9911e-01
2.8184e-12,9.9903e-01
3.3497e-12,9.9894e-01
3.9811e-12,9.9884e-01
4.7315e-12,9.9873e-01
5.6234e-12,9.9861e-01
6.6834e-12,9.9848e-01
7.9433e-12,9.9834e-01
9.4406e-12,9.9820e-01
1.1220e-11,9.9803e-01
1.3335e-11,9.9786e-01
1.5849e-11,9.9767e-01
1.8836e-11,9.9747e-01
2.2387e-11,9.9725e-01
2.6607e-11,9.9702e-01
3.1623e-11,9.9676e-01
3.7584e-11,9.9649e-01
4.4668e-11,9.9620e-01
5.3088e-11,9.9589e-01
6.3096e-11,9.9556e-01
7.4989e-11,9.9520e-01
8.9125e-11,9.9482e-01
1.0593e-10,9.9441e-01
1.2589e-10,9.9397e-01
1.4962e-10,9.9351e-01
1.7783e-10,9.9301e-01
2.1135e-10,9.9248e-01
2.5119e-10,9.9192e-01
2.9854e-10,9.9132e-01
3.5481e-10,9.9068e-01
4.2170e-10,9.9001e-01
5.0119e-10,9.8930e-01
5.9566e-10,9.8854e-01
7.0795e-10,9.8774e-01
8.4140e-10,9.8689e-01
1.0000e-09,9.8600e-01
1.1885e-09,9.8506e-01
1.4125e-09,9.8406e-01
1.6788e-09,9.8301e-01
1.9953e-09,9.8191e-01
2.3714e-09,9.8075e-01
2.8184e-09,9.7953e-01
3.3497e-09,9.7826e-01
3.9811e-09,9.7692e-01
4.7315e-09,9.7551e-01
5.6234e-09,9.7404e-01
6.6834e-09,9.7251e-01
7.9433e-09,9.7090e-01
9.4406e-09,9.6923e-01
1.1220e-08,9.6748e-01
1.3335e-08,9.6566e-01
1.5849e-08,9.6377e-01
1.8836e-08,9.6181e-01
2.2387e-08,9.5976e-01
2.6607e-08,9.5764e-01
3.1623e-08,9.5545e-01
3.7584e-08,9.5317e-01
4.4668e-08,9.5082e-01
5.3088e-08,9.4838e-01
6.3096e-08,9.4587e-01
7.4989e-08,9.4328e-01
8.9125e-08,9.4060e-01
1.0593e-07,9.3785e-01
1.2589e-07,9.3502e-01
1.4962e-07,9.3210e-01
1.7783e-07,9.2911e-01
2.1135e-07,9.2604e-01
2.5119e-07,9.2289e-01
2.9854e-07,9.1966e-01
3.5481e-07,9.1636e-01
4.2170e-07,9.1299e-01
5.0119e-07,9.0953e-01
5.9566e-07,9.0601e-01
7.0795e-07,9.0241e-01
8.4140e-07,8.9875e-01
1.0000e-06,8.9501e-01
1.1885e-06,8.9121e-01
1.4125e-06,8.8734e-01
1.6788e-06,8.8341e-01
1.9953e-06,8.7942e-01
2.3714e-06,8.7536e-01
2.8184e-06,8.7124e-01
3.3497e-06,8.6707e-01
3.9811e-06,8.6284e-01
4.7315e-06,8.5855e-01
5.6234e-06,8.5421e-01
6.6834e-06,8.4982e-01
7.9433e-06,8.4537e-01
9.4406e-06,8.4087e-01
1.1220e-05,8.3632e-01
1.3335e-05,8.3173e-01
1.5849e-05,8.2708e-01
1.8836e-05,8.2238e-01
2.2387e-05,8.1764e-01
2.6607e-05,8.1285e-01
3.1623e-05,8.0800e-01
3.7584e-05,8.0311e-01
4.4668e-05,7.9817e-01
5.3088e-05,7.9317e-01
6.3096e-05,7.8812e-01
7.4989e-05,7.8301e-01
8.9125e-05,7.7785e-01
1.0593e-04,7.7263e-01
