   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9398e-01
1.1885e-12,9.9376e-01
1.4125e-12,9.9353e-01
1.6788e-12,9.9328e-01
1.9953e-12,9.9304e-01
2.3714e-12,9.9278e-01
2.8184e-12,9.9251e-01
3.3497e-12,9.9223e-01
3.9811e-12,9.9194e-01
4.7315e-12,9.9164e-01
5.6234e-12,9.9133e-01
6.6834e-12,9.9101e-01
7.9433e-12,9.9068e-01
9.4406e-12,9.9033e-01
1.1220e-11,9.8998e-01
1.3335e-11,9.8961e-01
1.5849e-11,9.8922e-01
1.8836e-11,9.8882e-01
2.2387e-11,9.8841e-01
2.6607e-11,9.8798e-01
3.1623e-11,9.8754e-01
3.7584e-11,9.8708e-01
4.4668e-11,9.8660e-01
5.3088e-11,9.8611e-01
6.3096e-11,9.8559e-01
7.4989e-11,9.8506e-01
8.9125e-11,9.8451e-01
1.0593e-10,9.8394e-01
1.2589e-10,9.8335e-01
1.4962e-10,9.8274e-01
1.7783e-10,9.8210e-01
2.1135e-10,9.8145e-01
2.5119e-10,9.8077e-01
2.9854e-10,9.8006e-01
3.5481e-10,9.7933e-01
4.2170e-10,9.7857e-01
5.0119e-10,9.7779e-01
5.9566e-10,9.7698e-01
7.0795e-10,9.7614e-01
8.4140e-10,9.7526e-01
1.0000e-09,9.7436e-01
1.1885e-09,9.7343e-01
1.4125e-09,9.7246e-01
1.6788e-09,9.7146e-01
1.9953e-09,9.7042e-01
2.3714e-09,9.6935e-01
2.8184e-09,9.6824e-01
3.3497e-09,9.6709e-01
3.9811e-09,9.6590e-01
4.7315e-09,9.6466e-01
5.6234e-09,9.6339e-01
6.6834e-09,9.6207e-01
7.9433e-09,9.6070e-01
9.4406e-09,9.5929e-01
1.1220e-08,9.5783e-01
1.3335e-08,9.5632e-01
1.5849e-08,9.5476e-01
1.8836e-08,9.5314e-01
2.2387e-08,9.5147e-01
2.6607e-08,9.4974e-01
3.1623e-08,9.4796e-01
3.7584e-08,9.4611e-01
4.4668e-08,9.4420e-01
5.3088e-08,9.4223e-01
6.3096e-08,9.4019e-01
7.4989e-08,9.3809e-01
8.9125e-08,9.3591e-01
1.0593e-07,9.3367e-01
1.2589e-07,9.3135e-01
1.4962e-07,9.2896e-01
1.7783e-07,9.2649e-01
2.1135e-07,9.2394e-01
2.5119e-07,9.2131e-01
2.9854e-07,9.1859e-01
3.5481e-07,9.1579e-01
4.2170e-07,9.1291e-01
5.0119e-07,9.0993e-01
5.9566e-07,9.0686e-01
7.0795e-07,9.0370e-01
8.4140e-07,9.0044e-01
1.0000e-06,8.9708e-01
1.1885e-06,8.9363e-01
1.4125e-06,8.9007e-01
1.6788e-06,8.8640e-01
1.9953e-06,8.8263e-01
2.3714e-06,8.7875e-01
2.8184e-06,8.7476e-01
3.3497e-06,8.7066e-01
3.9811e-06,8.6644e-01
4.7315e-06,8.6211e-01
5.6234e-06,8.5765e-01
6.6834e-06,8.5308e-01
7.9433e-06,8.4839e-01
9.4406e-06,8.4357e-01
1.1220e-05,8.3862e-01
1.3335e-05,8.3356e-01
1.5849e-05,8.2836e-01
1.8836e-05,8.2303e-01
2.2387e-05,8.1758e-01
2.6607e-05,8.1199e-01
3.1623e-05,8.0627e-01
3.7584e-05,8.0042e-01
4.4668e-05,7.9443e-01
5.3088e-05,7.8832e-01
6.3096e-05,7.8207e-01
7.4989e-05,7.7568e-01
8.9125e-05,7.6916e-01
1.0593e-04,7.6251e-01
1.2589e-04,7.5573e-01
1.4962e-04,7.4882e-01
1.7783e-04,7.4177e-01
2.1135e-04,7.3460e-01
2.5119e-04,7.2730e-01
2.9854e-04,7.1987e-01
3.5481e-04,7.1232e-01
4.2170e-04,7.0464e-01
5.0119e-04,6.9685e-01
5.9566e-04,6.8894e-01
7.0795e-04,6.8092e-01
8.4140e-04,6.7278e-01
1.0000e-03,6.6454e-01
1.1885e-03,6.5620e-01
1.4125e-03,6.4775e-01
1.6788e-03,6.3921e-01
1.9953e-03,6.3057e-01
2.3714e-03,6.2185e-01
2.8184e-03,6.1304e-01
3.3497e-03,6.0416e-01
3.9811e-03,5.9520e-01
4.7315e-03,5.8617e-01
5.6234e-03,5.7707e-01
6.6834e-03,5.6792e-01
7.9433e-03,5.5871e-01
9.4406e-03,5.4945e-01
1.1220e-02,5.4015e-01
1.3335e-02,5.3080e-01
1.5849e-02,5.2142e-01
1.8836e-02,5.1200e-01
2.2387e-02,5.0255e-01
2.6607e-02,4.9308e-01
3.1623e-02,4.8359e-01
3.7584e-02,4.7407e-01
4.4668e-02,4.6453e-01
5.3088e-02,4.5497e-01
6.3096e-02,4.4539e-01
7.4989e-02,4.3578e-01
8.9125e-02,4.2615e-01
1.0593e-01,4.1648e-01
1.2589e-01,4.0676e-01
1.4962e-01,3.9699e-01
1.7783e-01,3.8715e-01
2.1135e-01,3.7722e-01
2.5119e-01,3.6717e-01
2.9854e-01,3.5699e-01
3.5481e-01,3.4662e-01
4.2170e-01,3.3603e-01
5.0119e-01,3.2517e-01
5.9566e-01,3.1398e-01
7.0795e-01,3.0241e-01
8.4140e-01,2.9039e-01
1.0000e+00,2.7786e-01
1.1885e+00,2.6476e-01
1.4125e+00,2.5105e-01
1.6788e+00,2.3672e-01
1.9953e+00,2.2179e-01
2.3714e+00,2.0634e-01
2.8184e+00,1.9050e-01
3.3497e+00,1.7444e-01
3.9811e+00,1.5839e-01
4.7315e+00,1.4260e-01
5.6234e+00,1.2733e-01
6.6834e+00,1.1280e-01
7.9433e+00,9.9203e-02
9.4406e+00,8.6671e-02
1.1220e+01,7.5282e-02
1.3335e+01,6.5059e-02
1.5849e+01,5.5980e-02
1.8836e+01,4.7991e-02
2.2387e+01,4.1016e-02
2.6607e+01,3.4964e-02
3.1623e+01,2.9742e-02
3.7584e+01,2.5254e-02
4.4668e+01,2.1413e-02
5.3088e+01,1.8133e-02
6.3096e+01,1.5341e-02
7.4989e+01,1.2967e-02
8.9125e+01,1.0953e-02
1.0593e+02,9.2469e-03
1.2589e+02,7.8024e-03
1.4962e+02,6.5809e-03
1.7783e+02,5.5487e-03
2.1135e+02,4.6770e-03
2.5119e+02,3.9413e-03
2.9854e+02,3.3206e-03
3.5481e+02,2.7971e-03
4.2170e+02,2.3558e-03
5.0119e+02,1.9839e-03
5.9566e+02,1.6705e-03
7.0795e+02,1.4064e-03
8.4140e+02,1.1840e-03
1.0000e+03,9.9673e-04
