   t   ,G_relax
   s   ,  GPa  
1.0000e-12,8.8096e-01
1.1885e-12,8.7932e-01
1.4125e-12,8.7766e-01
1.6788e-12,8.7598e-01
1.9953e-12,8.7428e-01
2.3714e-12,8.7256e-01
2.8184e-12,8.7082e-01
3.3497e-12,8.6906e-01
3.9811e-12,8.6728e-01
4.7315e-12,8.6548e-01
5.6234e-12,8.6365e-01
6.6834e-12,8.6181e-01
7.9433e-12,8.5995e-01
9.4406e-12,8.5806e-01
1.1220e-11,8.5616e-01
1.3335e-11,8.5423e-01
1.5849e-11,8.5228e-01
1.8836e-11,8.5031e-01
2.2387e-11,8.4832e-01
2.6607e-11,8.4631e-01
3.1623e-11,8.4427e-01
3.7584e-11,8.4221e-01
4.4668e-11,8.4013e-01
5.3088e-11,8.3803e-01
6.3096e-11,8.3591e-01
7.4989e-11,8.3376e-01
8.9125e-11,8.3159e-01
1.0593e-10,8.2940e-01
1.2589e-10,8.2719e-01
1.4962e-10,8.2495e-01
1.7783e-10,8.2269e-01
2.1135e-10,8.2041e-01
2.5119e-10,8.1811e-01
2.9854e-10,8.1578e-01
3.5481e-10,8.1343e-01
4.2170e-10,8.1106e-01
5.0119e-10,8.0866e-01
5.9566e-10,8.0624e-01
7.0795e-10,8.0379e-01
8.4140e-10,8.0133e-01
1.0000e-09,7.9884e-01
1.1885e-09,7.9632e-01
1.4125e-09,7.9379e-01
1.6788e-09,7.9123e-01
1.9953e-09,7.8864e-01
2.3714e-09,7.8604e-01
2.8184e-09,7.8341e-01
3.3497e-09,7.8075e-01
3.9811e-09,7.7808e-01
4.7315e-09,7.7538e-01
5.6234e-09,7.7265e-01
6.6834e-09,7.6991e-01
7.9433e-09,7.6714e-01
9.4406e-09,7.6434e-01
1.1220e-08,7.6153e-01
1.3335e-08,7.5869e-01
1.5849e-08,7.5583e-01
1.8836e-08,7.5294e-01
2.2387e-08,7.5003e-01
2.6607e-08,7.4710e-01
3.1623e-08,7.4415e-01
3.7584e-08,7.4117e-01
4.4668e-08,7.3817e-01
5.3088e-08,7.3515e-01
6.3096e-08,7.3211e-01
7.4989e-08,7.2905e-01
8.9125e-08,7.2596e-01
1.0593e-07,7.2285e-01
1.2589e-07,7.1972e-01
1.4962e-07,7.1657e-01
1.7783e-07,7.1339e-01
2.1135e-07,7.1020e-01
2.5119e-07,7.0698e-01
2.9854e-07,7.0374e-01
3.5481e-07,7.0049e-01
4.2170e-07,6.9721e-01
5.0119e-07,6.9391e-01
5.9566e-07,6.9059e-01
7.0795e-07,6.8725e-01
8.4140e-07,6.8390e-01
1.0000e-06,6.8052e-01
1.1885e-06,6.7712e-01
1.4125e-06,6.7371e-01
1.6788e-06,6.7027e-01
1.9953e-06,6.6682e-01
2.3714e-06,6.6335e-01
2.8184e-06,6.5987e-01
3.3497e-06,6.5636e-01
3.9811e-06,6.5284e-01
4.7315e-06,6.4930e-01
5.6234e-06,6.4574e-01
6.6834e-06,6.4217e-01
7.9433e-06,6.3859e-01
9.4406e-06,6.3498e-01
1.1220e-05,6.3136e-01
1.3335e-05,6.2773e-01
1.5849e-05,6.2408e-01
1.8836e-05,6.2042e-01
2.2387e-05,6.1674e-01
2.6607e-05,6.1306e-01
3.1623e-05,6.0935e-01
3.7584e-05,6.0564e-01
4.4668e-05,6.0191e-01
5.3088e-05,5.9817e-01
6.3096e-05,5.9442e-01
7.4989e-05,5.9066e-01
8.9125e-05,5.8689e-01
1.0593e-04,5.8310e-01
1.2589e-04,5.7931e-01
1.4962e-04,5.7551e-01
1.7783e-04,5.7170e-01
2.1135e-04,5.6788e-01
2.5119e-04,5.6405e-01
2.9854e-04,5.6021e-01
3.5481e-04,5.5637e-01
4.2170e-04,5.5252e-01
5.0119e-04,5.4866e-01
5.9566e-04,5.4480e-01
7.0795e-04,5.4093e-01
8.4140e-04,5.3706e-01
1.0000e-03,5.3318e-01
1.1885e-03,5.2929e-01
1.4125e-03,5.2541e-01
1.6788e-03,5.2152e-01
1.9953e-03,5.1762e-01
2.3714e-03,5.1372e-01
2.8184e-03,5.0982e-01
3.3497e-03,5.0592e-01
3.9811e-03,5.0201e-01
4.7315e-03,4.9810e-01
5.6234e-03,4.9419e-01
6.6834e-03,4.9028e-01
7.9433e-03,4.8636e-01
9.4406e-03,4.8245e-01
1.1220e-02,4.7853e-01
1.3335e-02,4.7460e-01
1.5849e-02,4.7068e-01
1.8836e-02,4.6674e-01
2.2387e-02,4.6281e-01
2.6607e-02,4.5886e-01
3.1623e-02,4.5491e-01
3.7584e-02,4.5094e-01
4.4668e-02,4.4695e-01
5.3088e-02,4.4295e-01
6.3096e-02,4.3891e-01
7.4989e-02,4.3485e-01
8.9125e-02,4.3073e-01
1.0593e-01,4.2656e-01
1.2589e-01,4.2232e-01
1.4962e-01,4.1798e-01
1.7783e-01,4.1351e-01
2.1135e-01,4.0887e-01
2.5119e-01,4.0403e-01
2.9854e-01,3.9891e-01
3.5481e-01,3.9343e-01
4.2170e-01,3.8749e-01
5.0119e-01,3.8096e-01
5.9566e-01,3.7368e-01
7.0795e-01,3.6544e-01
8.4140e-01,3.5602e-01
1.0000e+00,3.4517e-01
1.1885e+00,3.3265e-01
1.4125e+00,3.1824e-01
1.6788e+00,3.0179e-01
1.9953e+00,2.8333e-01
2.3714e+00,2.6305e-01
2.8184e+00,2.4132e-01
3.3497e+00,2.1873e-01
3.9811e+00,1.9593e-01
4.7315e+00,1.7359e-01
5.6234e+00,1.5230e-01
6.6834e+00,1.3250e-01
7.9433e+00,1.1446e-01
9.4406e+00,9.8315e-02
1.1220e+01,8.4061e-02
1.3335e+01,7.1615e-02
1.5849e+01,6.0841e-02
1.8836e+01,5.1576e-02
2.2387e+01,4.3649e-02
2.6607e+01,3.6894e-02
3.1623e+01,3.1153e-02
3.7584e+01,2.6286e-02
4.4668e+01,2.2167e-02
5.3088e+01,1.8684e-02
6.3096e+01,1.5743e-02
7.4989e+01,1.3261e-02
8.9125e+01,1.1169e-02
1.0593e+02,9.4044e-03
1.2589e+02,7.9178e-03
1.4962e+02,6.6654e-03
1.7783e+02,5.6107e-03
2.1135e+02,4.7225e-03
2.5119e+02,3.9746e-03
2.9854e+02,3.3451e-03
3.5481e+02,2.8151e-03
4.2170e+02,2.3690e-03
5.0119e+02,1.9936e-03
5.9566e+02,1.6776e-03
7.0795e+02,1.4117e-03
8.4140e+02,1.1879e-03
1.0000e+03,9.9956e-04
