3.000000000000000000e+00 9.997200000000000530e-01 1.759837879474404954e+00
4.000000000000000000e+00 9.997200000000000530e-01 7.062982059646676358e-01
5.000000000000000000e+00 9.997200000000000530e-01 2.790784746207311540e-01
6.000000000000000000e+00 9.997200000000000530e-01 1.092693211826813587e-01
7.000000000000000000e+00 9.997200000000000530e-01 4.594631158736505600e-02
8.000000000000000000e+00 9.997200000000000530e-01 2.310071312280878586e-02
9.000000000000000000e+00 9.997200000000000530e-01 1.315278175937994141e-02
1.000000000000000000e+01 9.997200000000000530e-01 8.314107378707509197e-03
1.100000000000000000e+01 9.997200000000000530e-01 5.086623661825331703e-03
1.200000000000000000e+01 9.997200000000000530e-01 2.921917562382584082e-03
1.300000000000000000e+01 9.997200000000000530e-01 1.564944775713696589e-03
1.400000000000000000e+01 9.997200000000000530e-01 8.044878377091461887e-04
