   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9595e-01
1.1885e-12,9.9579e-01
1.4125e-12,9.9562e-01
1.6788e-12,9.9544e-01
1.9953e-12,9.9526e-01
2.3714e-12,9.9507e-01
2.8184e-12,9.9487e-01
3.3497e-12,9.9466e-01
3.9811e-12,9.9445e-01
4.7315e-12,9.9422e-01
5.6234e-12,9.9399e-01
6.6834e-12,9.9375e-01
7.9433e-12,9.9350e-01
9.4406e-12,9.9323e-01
1.1220e-11,9.9296e-01
1.3335e-11,9.9268e-01
1.5849e-11,9.9238e-01
1.8836e-11,9.9208e-01
2.2387e-11,9.9176e-01
2.6607e-11,9.9143e-01
3.1623e-11,9.9108e-01
3.7584e-11,9.9073e-01
4.4668e-11,9.9035e-01
5.3088e-11,9.8997e-01
6.3096e-11,9.8956e-01
7.4989e-11,9.8915e-01
8.9125e-11,9.8871e-01
1.0593e-10,9.8826e-01
1.2589e-10,9.8779e-01
1.4962e-10,9.8730e-01
1.7783e-10,9.8679e-01
2.1135e-10,9.8626e-01
2.5119e-10,9.8571e-01
2.9854e-10,9.8514e-01
3.5481e-10,9.8455e-01
4.2170e-10,9.8393e-01
5.0119e-10,9.8329e-01
5.9566e-10,9.8262e-01
7.0795e-10,9.8193e-01
8.4140e-10,9.8121e-01
1.0000e-09,9.8047e-01
1.1885e-09,9.7969e-01
1.4125e-09,9.7888e-01
1.6788e-09,9.7804e-01
1.9953e-09,9.7717e-01
2.3714e-09,9.7627e-01
2.8184e-09,9.7533e-01
3.3497e-09,9.7435e-01
3.9811e-09,9.7334e-01
4.7315e-09,9.7229e-01
5.6234e-09,9.7120e-01
6.6834e-09,9.7006e-01
7.9433e-09,9.6888e-01
9.4406e-09,9.6766e-01
1.1220e-08,9.6639e-01
1.3335e-08,9.6507e-01
1.5849e-08,9.6371e-01
1.8836e-08,9.6229e-01
2.2387e-08,9.6082e-01
2.6607e-08,9.5929e-01
3.1623e-08,9.5770e-01
3.7584e-08,9.5606e-01
4.4668e-08,9.5436e-01
5.3088e-08,9.5259e-01
6.3096e-08,9.5076e-01
7.4989e-08,9.4886e-01
8.9125e-08,9.4689e-01
1.0593e-07,9.4485e-01
1.2589e-07,9.4273e-01
1.4962e-07,9.4054e-01
1.7783e-07,9.3827e-01
2.1135e-07,9.3592e-01
2.5119e-07,9.3349e-01
2.9854e-07,9.3096e-01
3.5481e-07,9.2836e-01
4.2170e-07,9.2566e-01
5.0119e-07,9.2286e-01
5.9566e-07,9.1997e-01
7.0795e-07,9.1698e-01
8.4140e-07,9.1389e-01
1.0000e-06,9.1069e-01
1.1885e-06,9.0739e-01
1.4125e-06,9.0398e-01
1.6788e-06,9.0045e-01
1.9953e-06,8.9681e-01
2.3714e-06,8.9305e-01
2.8184e-06,8.8917e-01
3.3497e-06,8.8517e-01
3.9811e-06,8.8104e-01
4.7315e-06,8.7678e-01
5.6234e-06,8.7239e-01
6.6834e-06,8.6787e-01
7.9433e-06,8.6321e-01
9.4406e-06,8.5841e-01
1.1220e-05,8.5347e-01
1.3335e-05,8.4839e-01
1.5849e-05,8.4316e-01
1.8836e-05,8.3778e-01
2.2387e-05,8.3226e-01
2.6607e-05,8.2658e-01
3.1623e-05,8.2076e-01
3.7584e-05,8.1478e-01
4.4668e-05,8.0864e-01
5.3088e-05,8.0235e-01
6.3096e-05,7.9590e-01
7.4989e-05,7.8930e-01
8.9125e-05,7.8254e-01
1.0593e-04,7.7562e-01
1.2589e-04,7.6855e-01
1.4962e-04,7.6131e-01
1.7783e-04,7.5393e-01
2.1135e-04,7.4639e-01
2.5119e-04,7.3869e-01
2.9854e-04,7.3084e-01
3.5481e-04,7.2285e-01
4.2170e-04,7.1470e-01
5.0119e-04,7.0642e-01
5.9566e-04,6.9799e-01
7.0795e-04,6.8942e-01
8.4140e-04,6.8072e-01
1.0000e-03,6.7188e-01
1.1885e-03,6.6292e-01
1.4125e-03,6.5384e-01
1.6788e-03,6.4464e-01
1.9953e-03,6.3533e-01
2.3714e-03,6.2591e-01
2.8184e-03,6.1640e-01
3.3497e-03,6.0678e-01
3.9811e-03,5.9708e-01
4.7315e-03,5.8729e-01
5.6234e-03,5.7743e-01
6.6834e-03,5.6750e-01
7.9433e-03,5.5751e-01
9.4406e-03,5.4745e-01
1.1220e-02,5.3735e-01
1.3335e-02,5.2720e-01
1.5849e-02,5.1701e-01
1.8836e-02,5.0679e-01
2.2387e-02,4.9655e-01
2.6607e-02,4.8628e-01
3.1623e-02,4.7599e-01
3.7584e-02,4.6569e-01
4.4668e-02,4.5538e-01
5.3088e-02,4.4506e-01
6.3096e-02,4.3474e-01
7.4989e-02,4.2441e-01
8.9125e-02,4.1406e-01
1.0593e-01,4.0371e-01
1.2589e-01,3.9333e-01
1.4962e-01,3.8293e-01
1.7783e-01,3.7250e-01
2.1135e-01,3.6201e-01
2.5119e-01,3.5145e-01
2.9854e-01,3.4081e-01
3.5481e-01,3.3004e-01
4.2170e-01,3.1913e-01
5.0119e-01,3.0803e-01
5.9566e-01,2.9671e-01
7.0795e-01,2.8512e-01
8.4140e-01,2.7321e-01
1.0000e+00,2.6094e-01
1.1885e+00,2.4828e-01
1.4125e+00,2.3519e-01
1.6788e+00,2.2167e-01
1.9953e+00,2.0773e-01
2.3714e+00,1.9344e-01
2.8184e+00,1.7888e-01
3.3497e+00,1.6418e-01
3.9811e+00,1.4953e-01
4.7315e+00,1.3510e-01
5.6234e+00,1.2111e-01
6.6834e+00,1.0774e-01
7.9433e+00,9.5162e-02
9.4406e+00,8.3493e-02
1.1220e+01,7.2817e-02
1.3335e+01,6.3168e-02
1.5849e+01,5.4544e-02
1.8836e+01,4.6908e-02
2.2387e+01,4.0204e-02
2.6607e+01,3.4358e-02
3.1623e+01,2.9291e-02
3.7584e+01,2.4920e-02
4.4668e+01,2.1165e-02
5.3088e+01,1.7950e-02
6.3096e+01,1.5205e-02
7.4989e+01,1.2867e-02
8.9125e+01,1.0879e-02
1.0593e+02,9.1921e-03
1.2589e+02,7.7619e-03
1.4962e+02,6.5510e-03
1.7783e+02,5.5265e-03
2.1135e+02,4.6606e-03
2.5119e+02,3.9291e-03
2.9854e+02,3.3116e-03
3.5481e+02,2.7905e-03
4.2170e+02,2.3509e-03
5.0119e+02,1.9802e-03
5.9566e+02,1.6678e-03
7.0795e+02,1.4044e-03
8.4140e+02,1.1825e-03
1.0000e+03,9.9562e-04
