   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.9972e-01
1.1885e-12,9.9969e-01
1.4125e-12,9.9965e-01
1.6788e-12,9.9962e-01
1.9953e-12,9.9958e-01
2.3714e-12,9.9953e-01
2.8184e-12,9.9948e-01
3.3497e-12,9.9943e-01
3.9811e-12,9.9937e-01
4.7315e-12,9.9931e-01
5.6234e-12,9.9923e-01
6.6834e-12,9.9916e-01
7.9433e-12,9.9907e-01
9.4406e-12,9.9898e-01
1.1220e-11,9.9888e-01
1.3335e-11,9.9877e-01
1.5849e-11,9.9865e-01
1.8836e-11,9.9851e-01
2.2387e-11,9.9837e-01
2.6607e-11,9.9822e-01
3.1623e-11,9.9805e-01
3.7584e-11,9.9787e-01
4.4668e-11,9.9767e-01
5.3088e-11,9.9746e-01
6.3096e-11,9.9722e-01
7.4989e-11,9.9697e-01
8.9125e-11,9.9670e-01
1.0593e-10,9.9641e-01
1.2589e-10,9.9610e-01
1.4962e-10,9.9576e-01
1.7783e-10,9.9540e-01
2.1135e-10,9.9501e-01
2.5119e-10,9.9459e-01
2.9854e-10,9.9414e-01
3.5481e-10,9.9366e-01
4.2170e-10,9.9315e-01
5.0119e-10,9.9260e-01
5.9566e-10,9.9202e-01
7.0795e-10,9.9139e-01
8.4140e-10,9.9072e-01
1.0000e-09,9.9001e-01
1.1885e-09,9.8926e-01
1.4125e-09,9.8846e-01
1.6788e-09,9.8760e-01
1.9953e-09,9.8670e-01
2.3714e-09,9.8574e-01
2.8184e-09,9.8473e-01
3.3497e-09,9.8366e-01
3.9811e-09,9.8253e-01
4.7315e-09,9.8134e-01
5.6234e-09,9.8008e-01
6.6834e-09,9.7876e-01
7.9433e-09,9.7737e-01
9.4406e-09,9.7591e-01
1.1220e-08,9.7438e-01
1.3335e-08,9.7277e-01
1.5849e-08,9.7109e-01
1.8836e-08,9.6933e-01
2.2387e-08,9.6749e-01
2.6607e-08,9.6558e-01
3.1623e-08,9.6358e-01
3.7584e-08,9.6149e-01
4.4668e-08,9.5933e-01
5.3088e-08,9.5707e-01
6.3096e-08,9.5473e-01
7.4989e-08,9.5231e-01
8.9125e-08,9.4980e-01
1.0593e-07,9.4719e-01
1.2589e-07,9.4451e-01
1.4962e-07,9.4173e-01
1.7783e-07,9.3886e-01
2.1135e-07,9.3591e-01
2.5119e-07,9.3287e-01
2.9854e-07,9.2974e-01
3.5481e-07,9.2653e-01
4.2170e-07,9.2323e-01
5.0119e-07,9.1985e-01
5.9566e-07,9.1638e-01
7.0795e-07,9.1283e-01
8.4140e-07,9.0920e-01
1.0000e-06,9.0550e-01
1.1885e-06,9.0171e-01
1.4125e-06,8.9785e-01
1.6788e-06,8.9391e-01
1.9953e-06,8.8991e-01
2.3714e-06,8.8583e-01
2.8184e-06,8.8168e-01
3.3497e-06,8.7746e-01
3.9811e-06,8.7318e-01
4.7315e-06,8.6884e-01
5.6234e-06,8.6444e-01
6.6834e-06,8.5997e-01
7.9433e-06,8.5545e-01
9.4406e-06,8.5087e-01
1.1220e-05,8.4623e-01
1.3335e-05,8.4154e-01
1.5849e-05,8.3680e-01
1.8836e-05,8.3200e-01
2.2387e-05,8.2715e-01
2.6607e-05,8.2225e-01
3.1623e-05,8.1730e-01
3.7584e-05,8.1229e-01
4.4668e-05,8.0724e-01
5.3088e-05,8.0213e-01
6.3096e-05,7.9696e-01
7.4989e-05,7.9174e-01
8.9125e-05,7.8646e-01
1.0593e-04,7.8112e-01
1.2589e-04,7.7572e-01
1.4962e-04,7.7026e-01
1.7783e-04,7.6473e-01
2.1135e-04,7.5912e-01
2.5119e-04,7.5344e-01
2.9854e-04,7.4768e-01
3.5481e-04,7.4183e-01
4.2170e-04,7.3590e-01
5.0119e-04,7.2986e-01
5.9566e-04,7.2373e-01
7.0795e-04,7.1749e-01
8.4140e-04,7.1113e-01
1.0000e-03,7.0465e-01
1.1885e-03,6.9804e-01
1.4125e-03,6.9129e-01
1.6788e-03,6.8440e-01
1.9953e-03,6.7735e-01
2.3714e-03,6.7015e-01
2.8184e-03,6.6277e-01
3.3497e-03,6.5521e-01
3.9811e-03,6.4747e-01
4.7315e-03,6.3953e-01
5.6234e-03,6.3139e-01
6.6834e-03,6.2303e-01
7.9433e-03,6.1446e-01
9.4406e-03,6.0565e-01
1.1220e-02,5.9661e-01
1.3335e-02,5.8733e-01
1.5849e-02,5.7779e-01
1.8836e-02,5.6800e-01
2.2387e-02,5.5795e-01
2.6607e-02,5.4764e-01
3.1623e-02,5.3705e-01
3.7584e-02,5.2619e-01
4.4668e-02,5.1505e-01
5.3088e-02,5.0364e-01
6.3096e-02,4.9194e-01
7.4989e-02,4.7996e-01
8.9125e-02,4.6769e-01
1.0593e-01,4.5514e-01
1.2589e-01,4.4231e-01
1.4962e-01,4.2919e-01
1.7783e-01,4.1579e-01
2.1135e-01,4.0209e-01
2.5119e-01,3.8811e-01
2.9854e-01,3.7384e-01
3.5481e-01,3.5929e-01
4.2170e-01,3.4445e-01
5.0119e-01,3.2932e-01
5.9566e-01,3.1392e-01
7.0795e-01,2.9826e-01
8.4140e-01,2.8237e-01
1.0000e+00,2.6626e-01
1.1885e+00,2.4999e-01
1.4125e+00,2.3362e-01
1.6788e+00,2.1722e-01
1.9953e+00,2.0089e-01
2.3714e+00,1.8474e-01
2.8184e+00,1.6889e-01
3.3497e+00,1.5346e-01
3.9811e+00,1.3859e-01
4.7315e+00,1.2441e-01
5.6234e+00,1.1101e-01
6.6834e+00,9.8489e-02
7.9433e+00,8.6907e-02
9.4406e+00,7.6297e-02
1.1220e+01,6.6669e-02
1.3335e+01,5.8006e-02
1.5849e+01,5.0273e-02
1.8836e+01,4.3420e-02
2.2387e+01,3.7384e-02
2.6607e+01,3.2100e-02
3.1623e+01,2.7496e-02
3.7584e+01,2.3502e-02
4.4668e+01,2.0050e-02
5.3088e+01,1.7078e-02
6.3096e+01,1.4525e-02
7.4989e+01,1.2339e-02
8.9125e+01,1.0470e-02
1.0593e+02,8.8755e-03
1.2589e+02,7.5175e-03
1.4962e+02,6.3626e-03
1.7783e+02,5.3815e-03
2.1135e+02,4.5491e-03
2.5119e+02,3.8435e-03
2.9854e+02,3.2459e-03
3.5481e+02,2.7401e-03
4.2170e+02,2.3123e-03
5.0119e+02,1.9506e-03
5.9566e+02,1.6451e-03
7.0795e+02,1.3871e-03
8.4140e+02,1.1693e-03
1.0000e+03,9.8549e-04
