2.238958980636922246e-12 1.230094976686537571e-03 9.971900000000000208e-01 1.226638409802048362e-03
3.187830185676061606e-11 8.124639640753113234e-03 9.971900000000000208e-01 8.101809403362596543e-03
4.542693686446621981e-10 1.586265977371919059e-02 9.971900000000000208e-01 1.581808569975504120e-02
6.473775740560359857e-09 2.914305161103255756e-02 9.971900000000000208e-01 2.906115963600555685e-02
9.225792178578999947e-08 4.406853867603315045e-02 9.971900000000000208e-01 4.394470608235349907e-02
1.338624293706817774e-06 5.683376846355947531e-02 9.971900000000000208e-01 5.667406557417687535e-02
1.925717920963306682e-05 6.622969042630982850e-02 9.971900000000000208e-01 6.604358499621189316e-02
2.685454827543485657e-04 7.517818346174547084e-02 9.971900000000000208e-01 7.496693276621796409e-02
3.970473037920206442e-03 1.049923265777718689e-01 9.971900000000000208e-01 1.046972981400883379e-01
5.474137053389892954e-02 1.466192090865401643e-01 9.971900000000000208e-01 1.462072091090070025e-01
7.837897671778537578e-01 2.513674620579889329e-01 9.971900000000000208e-01 2.506611194896060102e-01
1.116795635536963616e+01 1.942017923842115357e-01 9.971900000000000208e-01 1.936560853476119171e-01
