   t   ,G_relax
   s   ,  GPa  
1.0000e-12,9.6849e-01
1.1885e-12,9.6772e-01
1.4125e-12,9.6695e-01
1.6788e-12,9.6615e-01
1.9953e-12,9.6534e-01
2.3714e-12,9.6450e-01
2.8184e-12,9.6365e-01
3.3497e-12,9.6278e-01
3.9811e-12,9.6188e-01
4.7315e-12,9.6097e-01
5.6234e-12,9.6004e-01
6.6834e-12,9.5908e-01
7.9433e-12,9.5810e-01
9.4406e-12,9.5710e-01
1.1220e-11,9.5608e-01
1.3335e-11,9.5503e-01
1.5849e-11,9.5396e-01
1.8836e-11,9.5287e-01
2.2387e-11,9.5175e-01
2.6607e-11,9.5060e-01
3.1623e-11,9.4943e-01
3.7584e-11,9.4824e-01
4.4668e-11,9.4702e-01
5.3088e-11,9.4577e-01
6.3096e-11,9.4449e-01
7.4989e-11,9.4318e-01
8.9125e-11,9.4185e-01
1.0593e-10,9.4048e-01
1.2589e-10,9.3909e-01
1.4962e-10,9.3766e-01
1.7783e-10,9.3621e-01
2.1135e-10,9.3472e-01
2.5119e-10,9.3320e-01
2.9854e-10,9.3164e-01
3.5481e-10,9.3006e-01
4.2170e-10,9.2844e-01
5.0119e-10,9.2678e-01
5.9566e-10,9.2509e-01
7.0795e-10,9.2337e-01
8.4140e-10,9.2160e-01
1.0000e-09,9.1980e-01
1.1885e-09,9.1796e-01
1.4125e-09,9.1609e-01
1.6788e-09,9.1417e-01
1.9953e-09,9.1222e-01
2.3714e-09,9.1022e-01
2.8184e-09,9.0819e-01
3.3497e-09,9.0611e-01
3.9811e-09,9.0399e-01
4.7315e-09,9.0183e-01
5.6234e-09,8.9962e-01
6.6834e-09,8.9737e-01
7.9433e-09,8.9508e-01
9.4406e-09,8.9274e-01
1.1220e-08,8.9036e-01
1.3335e-08,8.8792e-01
1.5849e-08,8.8545e-01
1.8836e-08,8.8292e-01
2.2387e-08,8.8034e-01
2.6607e-08,8.7772e-01
3.1623e-08,8.7505e-01
3.7584e-08,8.7232e-01
4.4668e-08,8.6955e-01
5.3088e-08,8.6672e-01
6.3096e-08,8.6385e-01
7.4989e-08,8.6092e-01
8.9125e-08,8.5793e-01
1.0593e-07,8.5490e-01
1.2589e-07,8.5181e-01
1.4962e-07,8.4867e-01
1.7783e-07,8.4547e-01
2.1135e-07,8.4221e-01
2.5119e-07,8.3890e-01
2.9854e-07,8.3554e-01
3.5481e-07,8.3212e-01
4.2170e-07,8.2864e-01
5.0119e-07,8.2510e-01
5.9566e-07,8.2151e-01
7.0795e-07,8.1786e-01
8.4140e-07,8.1415e-01
1.0000e-06,8.1038e-01
1.1885e-06,8.0656e-01
1.4125e-06,8.0267e-01
1.6788e-06,7.9873e-01
1.9953e-06,7.9473e-01
2.3714e-06,7.9067e-01
2.8184e-06,7.8655e-01
3.3497e-06,7.8237e-01
3.9811e-06,7.7813e-01
4.7315e-06,7.7383e-01
5.6234e-06,7.6948e-01
6.6834e-06,7.6506e-01
7.9433e-06,7.6059e-01
9.4406e-06,7.5606e-01
1.1220e-05,7.5147e-01
1.3335e-05,7.4682e-01
1.5849e-05,7.4212e-01
1.8836e-05,7.3736e-01
2.2387e-05,7.3254e-01
2.6607e-05,7.2767e-01
3.1623e-05,7.2274e-01
3.7584e-05,7.1775e-01
4.4668e-05,7.1272e-01
5.3088e-05,7.0762e-01
6.3096e-05,7.0248e-01
7.4989e-05,6.9728e-01
8.9125e-05,6.9203e-01
1.0593e-04,6.8673e-01
1.2589e-04,6.8139e-01
1.4962e-04,6.7599e-01
1.7783e-04,6.7054e-01
2.1135e-04,6.6505e-01
2.5119e-04,6.5952e-01
2.9854e-04,6.5393e-01
3.5481e-04,6.4831e-01
4.2170e-04,6.4264e-01
5.0119e-04,6.3694e-01
5.9566e-04,6.3119e-01
7.0795e-04,6.2541e-01
8.4140e-04,6.1958e-01
1.0000e-03,6.1373e-01
1.1885e-03,6.0784e-01
1.4125e-03,6.0191e-01
1.6788e-03,5.9596e-01
1.9953e-03,5.8997e-01
2.3714e-03,5.8396e-01
2.8184e-03,5.7791e-01
3.3497e-03,5.7185e-01
3.9811e-03,5.6575e-01
4.7315e-03,5.5964e-01
5.6234e-03,5.5350e-01
6.6834e-03,5.4734e-01
7.9433e-03,5.4116e-01
9.4406e-03,5.3496e-01
1.1220e-02,5.2875e-01
1.3335e-02,5.2251e-01
1.5849e-02,5.1626e-01
1.8836e-02,5.0998e-01
2.2387e-02,5.0369e-01
2.6607e-02,4.9738e-01
3.1623e-02,4.9104e-01
3.7584e-02,4.8468e-01
4.4668e-02,4.7830e-01
5.3088e-02,4.7188e-01
6.3096e-02,4.6542e-01
7.4989e-02,4.5891e-01
8.9125e-02,4.5234e-01
1.0593e-01,4.4570e-01
1.2589e-01,4.3897e-01
1.4962e-01,4.3213e-01
1.7783e-01,4.2515e-01
2.1135e-01,4.1798e-01
2.5119e-01,4.1060e-01
2.9854e-01,4.0293e-01
3.5481e-01,3.9490e-01
4.2170e-01,3.8643e-01
5.0119e-01,3.7741e-01
5.9566e-01,3.6771e-01
7.0795e-01,3.5718e-01
8.4140e-01,3.4566e-01
1.0000e+00,3.3298e-01
1.1885e+00,3.1899e-01
1.4125e+00,3.0356e-01
1.6788e+00,2.8664e-01
1.9953e+00,2.6828e-01
2.3714e+00,2.4867e-01
2.8184e+00,2.2811e-01
3.3497e+00,2.0703e-01
3.9811e+00,1.8593e-01
4.7315e+00,1.6533e-01
5.6234e+00,1.4566e-01
6.6834e+00,1.2729e-01
7.9433e+00,1.1046e-01
9.4406e+00,9.5289e-02
1.1220e+01,8.1800e-02
1.3335e+01,6.9943e-02
1.5849e+01,5.9613e-02
1.8836e+01,5.0678e-02
2.2387e+01,4.2996e-02
2.6607e+01,3.6419e-02
3.1623e+01,3.0809e-02
3.7584e+01,2.6036e-02
4.4668e+01,2.1985e-02
5.3088e+01,1.8553e-02
6.3096e+01,1.5648e-02
7.4989e+01,1.3192e-02
8.9125e+01,1.1118e-02
1.0593e+02,9.3679e-03
1.2589e+02,7.8913e-03
1.4962e+02,6.6462e-03
1.7783e+02,5.5966e-03
2.1135e+02,4.7123e-03
2.5119e+02,3.9672e-03
2.9854e+02,3.3397e-03
3.5481e+02,2.8112e-03
4.2170e+02,2.3662e-03
5.0119e+02,1.9915e-03
5.9566e+02,1.6761e-03
7.0795e+02,1.4106e-03
8.4140e+02,1.1871e-03
1.0000e+03,9.9897e-04
