   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,2.2739e-06,6.2788e-04
1.1885e-04,3.1468e-06,7.4615e-04
1.4125e-04,4.3549e-06,8.8669e-04
1.6788e-04,6.0271e-06,1.0537e-03
1.9953e-04,8.3418e-06,1.2521e-03
2.3714e-04,1.1546e-05,1.4878e-03
2.8184e-04,1.5981e-05,1.7678e-03
3.3497e-04,2.2120e-05,2.1004e-03
3.9811e-04,3.0617e-05,2.4954e-03
4.7315e-04,4.2378e-05,2.9646e-03
5.6234e-04,5.8654e-05,3.5218e-03
6.6834e-04,8.1177e-05,4.1832e-03
7.9433e-04,1.1234e-04,4.9683e-03
9.4406e-04,1.5545e-04,5.9000e-03
1.1220e-03,2.1506e-04,7.0052e-03
1.3335e-03,2.9747e-04,8.3158e-03
1.5849e-03,4.1134e-04,9.8690e-03
1.8836e-03,5.6860e-04,1.1708e-02
2.2387e-03,7.8559e-04,1.3885e-02
2.6607e-03,1.0847e-03,1.6458e-02
3.1623e-03,1.4966e-03,1.9496e-02
3.7584e-03,2.0629e-03,2.3075e-02
4.4668e-03,2.8398e-03,2.7281e-02
5.3088e-03,3.9030e-03,3.2212e-02
6.3096e-03,5.3532e-03,3.7966e-02
7.4989e-03,7.3229e-03,4.4649e-02
8.9125e-03,9.9840e-03,5.2356e-02
1.0593e-02,1.3554e-02,6.1166e-02
1.2589e-02,1.8303e-02,7.1121e-02
1.4962e-02,2.4550e-02,8.2204e-02
1.7783e-02,3.2655e-02,9.4303e-02
2.1135e-02,4.2992e-02,1.0719e-01
2.5119e-02,5.5904e-02,1.2047e-01
2.9854e-02,7.1639e-02,1.3362e-01
3.5481e-02,9.0272e-02,1.4595e-01
4.2170e-02,1.1164e-01,1.5673e-01
5.0119e-02,1.3528e-01,1.6526e-01
5.9566e-02,1.6052e-01,1.7100e-01
7.0795e-02,1.8650e-01,1.7368e-01
8.4140e-02,2.1232e-01,1.7335e-01
1.0000e-01,2.3722e-01,1.7031e-01
1.1885e-01,2.6059e-01,1.6509e-01
1.4125e-01,2.8209e-01,1.5829e-01
1.6788e-01,3.0158e-01,1.5048e-01
1.9953e-01,3.1909e-01,1.4220e-01
2.3714e-01,3.3477e-01,1.3386e-01
2.8184e-01,3.4882e-01,1.2575e-01
3.3497e-01,3.6147e-01,1.1808e-01
3.9811e-01,3.7295e-01,1.1096e-01
4.7315e-01,3.8345e-01,1.0447e-01
5.6234e-01,3.9316e-01,9.8600e-02
6.6834e-01,4.0222e-01,9.3353e-02
7.9433e-01,4.1075e-01,8.8691e-02
9.4406e-01,4.1887e-01,8.4571e-02
1.1220e+00,4.2665e-01,8.0946e-02
1.3335e+00,4.3415e-01,7.7767e-02
1.5849e+00,4.4144e-01,7.4986e-02
1.8836e+00,4.4855e-01,7.2556e-02
2.2387e+00,4.5551e-01,7.0437e-02
2.6607e+00,4.6236e-01,6.8588e-02
3.1623e+00,4.6911e-01,6.6976e-02
3.7584e+00,4.7578e-01,6.5569e-02
4.4668e+00,4.8238e-01,6.4339e-02
5.3088e+00,4.8893e-01,6.3261e-02
6.3096e+00,4.9543e-01,6.2314e-02
7.4989e+00,5.0189e-01,6.1478e-02
8.9125e+00,5.0831e-01,6.0738e-02
1.0593e+01,5.1470e-01,6.0077e-02
1.2589e+01,5.2105e-01,5.9484e-02
1.4962e+01,5.2739e-01,5.8947e-02
1.7783e+01,5.3369e-01,5.8457e-02
2.1135e+01,5.3997e-01,5.8005e-02
2.5119e+01,5.4622e-01,5.7584e-02
2.9854e+01,5.5245e-01,5.7187e-02
3.5481e+01,5.5865e-01,5.6810e-02
4.2170e+01,5.6483e-01,5.6447e-02
5.0119e+01,5.7098e-01,5.6095e-02
5.9566e+01,5.7710e-01,5.5751e-02
7.0795e+01,5.8319e-01,5.5410e-02
8.4140e+01,5.8926e-01,5.5072e-02
1.0000e+02,5.9529e-01,5.4733e-02
1.1885e+02,6.0129e-01,5.4392e-02
1.4125e+02,6.0726e-01,5.4048e-02
1.6788e+02,6.1319e-01,5.3699e-02
1.9953e+02,6.1909e-01,5.3345e-02
2.3714e+02,6.2496e-01,5.2984e-02
2.8184e+02,6.3078e-01,5.2616e-02
3.3497e+02,6.3657e-01,5.2240e-02
3.9811e+02,6.4231e-01,5.1857e-02
4.7315e+02,6.4801e-01,5.1465e-02
5.6234e+02,6.5367e-01,5.1065e-02
6.6834e+02,6.5929e-01,5.0657e-02
7.9433e+02,6.6486e-01,5.0241e-02
9.4406e+02,6.7038e-01,4.9816e-02
1.1220e+03,6.7586e-01,4.9383e-02
1.3335e+03,6.8129e-01,4.8942e-02
1.5849e+03,6.8667e-01,4.8493e-02
1.8836e+03,6.9199e-01,4.8037e-02
2.2387e+03,6.9727e-01,4.7573e-02
2.6607e+03,7.0250e-01,4.7103e-02
3.1623e+03,7.0767e-01,4.6626e-02
3.7584e+03,7.1279e-01,4.6143e-02
4.4668e+03,7.1785e-01,4.5653e-02
5.3088e+03,7.2286e-01,4.5158e-02
6.3096e+03,7.2781e-01,4.4658e-02
7.4989e+03,7.3271e-01,4.4153e-02
8.9125e+03,7.3755e-01,4.3643e-02
1.0593e+04,7.4233e-01,4.3130e-02
1.2589e+04,7.4705e-01,4.2612e-02
1.4962e+04,7.5172e-01,4.2092e-02
1.7783e+04,7.5632e-01,4.1568e-02
2.1135e+04,7.6087e-01,4.1041e-02
2.5119e+04,7.6536e-01,4.0513e-02
2.9854e+04,7.6979e-01,3.9982e-02
3.5481e+04,7.7416e-01,3.9450e-02
4.2170e+04,7.7847e-01,3.8917e-02
5.0119e+04,7.8273e-01,3.8383e-02
5.9566e+04,7.8692e-01,3.7848e-02
7.0795e+04,7.9105e-01,3.7313e-02
8.4140e+04,7.9512e-01,3.6779e-02
1.0000e+05,7.9913e-01,3.6245e-02
1.1885e+05,8.0309e-01,3.5711e-02
1.4125e+05,8.0698e-01,3.5179e-02
1.6788e+05,8.1081e-01,3.4648e-02
1.9953e+05,8.1459e-01,3.4119e-02
2.3714e+05,8.1830e-01,3.3592e-02
2.8184e+05,8.2196e-01,3.3066e-02
3.3497e+05,8.2556e-01,3.2544e-02
3.9811e+05,8.2910e-01,3.2023e-02
4.7315e+05,8.3259e-01,3.1506e-02
5.6234e+05,8.3601e-01,3.0992e-02
6.6834e+05,8.3938e-01,3.0481e-02
7.9433e+05,8.4269e-01,2.9974e-02
9.4406e+05,8.4595e-01,2.9470e-02
1.1220e+06,8.4915e-01,2.8970e-02
1.3335e+06,8.5229e-01,2.8474e-02
1.5849e+06,8.5539e-01,2.7983e-02
1.8836e+06,8.5842e-01,2.7496e-02
2.2387e+06,8.6140e-01,2.7013e-02
2.6607e+06,8.6433e-01,2.6535e-02
3.1623e+06,8.6721e-01,2.6061e-02
3.7584e+06,8.7004e-01,2.5593e-02
4.4668e+06,8.7281e-01,2.5129e-02
5.3088e+06,8.7553e-01,2.4670e-02
6.3096e+06,8.7820e-01,2.4217e-02
7.4989e+06,8.8082e-01,2.3769e-02
8.9125e+06,8.8340e-01,2.3326e-02
1.0593e+07,8.8592e-01,2.2889e-02
1.2589e+07,8.8840e-01,2.2457e-02
1.4962e+07,8.9083e-01,2.2030e-02
1.7783e+07,8.9321e-01,2.1609e-02
2.1135e+07,8.9554e-01,2.1194e-02
2.5119e+07,8.9783e-01,2.0784e-02
2.9854e+07,9.0008e-01,2.0380e-02
3.5481e+07,9.0228e-01,1.9981e-02
4.2170e+07,9.0444e-01,1.9588e-02
5.0119e+07,9.0655e-01,1.9201e-02
5.9566e+07,9.0863e-01,1.8820e-02
7.0795e+07,9.1066e-01,1.8444e-02
8.4140e+07,9.1265e-01,1.8074e-02
1.0000e+08,9.1460e-01,1.7710e-02
1.1885e+08,9.1651e-01,1.7352e-02
1.4125e+08,9.1838e-01,1.6999e-02
1.6788e+08,9.2021e-01,1.6652e-02
1.9953e+08,9.2201e-01,1.6310e-02
2.3714e+08,9.2376e-01,1.5974e-02
2.8184e+08,9.2549e-01,1.5644e-02
3.3497e+08,9.2717e-01,1.5319e-02
3.9811e+08,9.2882e-01,1.5000e-02
4.7315e+08,9.3044e-01,1.4686e-02
5.6234e+08,9.3202e-01,1.4377e-02
6.6834e+08,9.3356e-01,1.4074e-02
7.9433e+08,9.3508e-01,1.3777e-02
9.4406e+08,9.3656e-01,1.3484e-02
1.1220e+09,9.3801e-01,1.3197e-02
1.3335e+09,9.3943e-01,1.2915e-02
1.5849e+09,9.4082e-01,1.2638e-02
1.8836e+09,9.4218e-01,1.2367e-02
2.2387e+09,9.4351e-01,1.2100e-02
2.6607e+09,9.4481e-01,1.1839e-02
3.1623e+09,9.4608e-01,1.1582e-02
3.7584e+09,9.4733e-01,1.1330e-02
4.4668e+09,9.4855e-01,1.1083e-02
5.3088e+09,9.4974e-01,1.0841e-02
6.3096e+09,9.5090e-01,1.0603e-02
7.4989e+09,9.5204e-01,1.0370e-02
8.9125e+09,9.5315e-01,1.0141e-02
1.0593e+10,9.5424e-01,9.9175e-03
1.2589e+10,9.5531e-01,9.6980e-03
1.4962e+10,9.5635e-01,9.4829e-03
1.7783e+10,9.5737e-01,9.2720e-03
2.1135e+10,9.5836e-01,9.0654e-03
2.5119e+10,9.5934e-01,8.8630e-03
2.9854e+10,9.6029e-01,8.6647e-03
3.5481e+10,9.6122e-01,8.4704e-03
4.2170e+10,9.6213e-01,8.2801e-03
5.0119e+10,9.6301e-01,8.0937e-03
5.9566e+10,9.6388e-01,7.9112e-03
7.0795e+10,9.6473e-01,7.7324e-03
8.4140e+10,9.6556e-01,7.5574e-03
1.0000e+11,9.6637e-01,7.3861e-03
