   t   ,G_relax
6.3096e+01,1.5761e-02
7.4989e+01,1.3275e-02
8.9125e+01,1.1178e-02
1.0593e+02,9.4114e-03
1.2589e+02,7.9228e-03
1.4962e+02,6.6691e-03
1.7783e+02,5.6133e-03
2.1135e+02,4.7244e-03
2.5119e+02,3.9760e-03
2.9854e+02,3.3461e-03
3.5481e+02,2.8159e-03
4.2170e+02,2.3696e-03
5.0119e+02,1.9940e-03
5.9566e+02,1.6779e-03
7.0795e+02,1.4119e-03
8.4140e+02,1.1880e-03
1.0000e+03,9.9967e-04
