   t   ,G_relax
   s   ,  GPa  
1.0000e-12,8.1208e-01
1.1885e-12,8.1016e-01
1.4125e-12,8.0822e-01
1.6788e-12,8.0627e-01
1.9953e-12,8.0431e-01
2.3714e-12,8.0233e-01
2.8184e-12,8.0033e-01
3.3497e-12,7.9832e-01
3.9811e-12,7.9629e-01
4.7315e-12,7.9425e-01
5.6234e-12,7.9220e-01
6.6834e-12,7.9013e-01
7.9433e-12,7.8804e-01
9.4406e-12,7.8594e-01
1.1220e-11,7.8382e-01
1.3335e-11,7.8169e-01
1.5849e-11,7.7955e-01
1.8836e-11,7.7738e-01
2.2387e-11,7.7521e-01
2.6607e-11,7.7302e-01
3.1623e-11,7.7081e-01
3.7584e-11,7.6859e-01
4.4668e-11,7.6635e-01
5.3088e-11,7.6410e-01
6.3096e-11,7.6183e-01
7.4989e-11,7.5955e-01
8.9125e-11,7.5725e-01
1.0593e-10,7.5494e-01
1.2589e-10,7.5261e-01
1.4962e-10,7.5027e-01
1.7783e-10,7.4792e-01
2.1135e-10,7.4555e-01
2.5119e-10,7.4316e-01
2.9854e-10,7.4076e-01
3.5481e-10,7.3835e-01
4.2170e-10,7.3592e-01
5.0119e-10,7.3347e-01
5.9566e-10,7.3102e-01
7.0795e-10,7.2854e-01
8.4140e-10,7.2606e-01
1.0000e-09,7.2356e-01
1.1885e-09,7.2104e-01
1.4125e-09,7.1851e-01
1.6788e-09,7.1597e-01
1.9953e-09,7.1341e-01
2.3714e-09,7.1084e-01
2.8184e-09,7.0826e-01
3.3497e-09,7.0566e-01
3.9811e-09,7.0305e-01
4.7315e-09,7.0043e-01
5.6234e-09,6.9779e-01
6.6834e-09,6.9514e-01
7.9433e-09,6.9248e-01
9.4406e-09,6.8980e-01
1.1220e-08,6.8711e-01
1.3335e-08,6.8441e-01
1.5849e-08,6.8170e-01
1.8836e-08,6.7897e-01
2.2387e-08,6.7623e-01
2.6607e-08,6.7348e-01
3.1623e-08,6.7072e-01
3.7584e-08,6.6794e-01
4.4668e-08,6.6515e-01
5.3088e-08,6.6235e-01
6.3096e-08,6.5954e-01
7.4989e-08,6.5672e-01
8.9125e-08,6.5389e-01
1.0593e-07,6.5105e-01
1.2589e-07,6.4819e-01
1.4962e-07,6.4533e-01
1.7783e-07,6.4245e-01
2.1135e-07,6.3957e-01
2.5119e-07,6.3667e-01
2.9854e-07,6.3377e-01
3.5481e-07,6.3085e-01
4.2170e-07,6.2793e-01
5.0119e-07,6.2499e-01
5.9566e-07,6.2205e-01
7.0795e-07,6.1910e-01
8.4140e-07,6.1614e-01
1.0000e-06,6.1317e-01
1.1885e-06,6.1019e-01
1.4125e-06,6.0720e-01
1.6788e-06,6.0421e-01
1.9953e-06,6.0120e-01
2.3714e-06,5.9819e-01
2.8184e-06,5.9518e-01
3.3497e-06,5.9215e-01
3.9811e-06,5.8912e-01
4.7315e-06,5.8608e-01
5.6234e-06,5.8303e-01
6.6834e-06,5.7998e-01
7.9433e-06,5.7692e-01
9.4406e-06,5.7386e-01
1.1220e-05,5.7079e-01
1.3335e-05,5.6772e-01
1.5849e-05,5.6464e-01
1.8836e-05,5.6155e-01
2.2387e-05,5.5846e-01
2.6607e-05,5.5537e-01
3.1623e-05,5.5227e-01
3.7584e-05,5.4916e-01
4.4668e-05,5.4606e-01
5.3088e-05,5.4295e-01
6.3096e-05,5.3983e-01
7.4989e-05,5.3672e-01
8.9125e-05,5.3360e-01
1.0593e-04,5.3047e-01
1.2589e-04,5.2735e-01
1.4962e-04,5.2422e-01
1.7783e-04,5.2109e-01
2.1135e-04,5.1796e-01
2.5119e-04,5.1483e-01
2.9854e-04,5.1170e-01
3.5481e-04,5.0856e-01
4.2170e-04,5.0543e-01
5.0119e-04,5.0229e-01
5.9566e-04,4.9915e-01
7.0795e-04,4.9602e-01
8.4140e-04,4.9288e-01
1.0000e-03,4.8974e-01
1.1885e-03,4.8661e-01
1.4125e-03,4.8347e-01
1.6788e-03,4.8034e-01
1.9953e-03,4.7720e-01
2.3714e-03,4.7407e-01
2.8184e-03,4.7094e-01
3.3497e-03,4.6781e-01
3.9811e-03,4.6468e-01
4.7315e-03,4.6155e-01
5.6234e-03,4.5843e-01
6.6834e-03,4.5530e-01
7.9433e-03,4.5218e-01
9.4406e-03,4.4905e-01
1.1220e-02,4.4593e-01
1.3335e-02,4.4280e-01
1.5849e-02,4.3968e-01
1.8836e-02,4.3655e-01
2.2387e-02,4.3342e-01
2.6607e-02,4.3029e-01
3.1623e-02,4.2715e-01
3.7584e-02,4.2400e-01
4.4668e-02,4.2084e-01
5.3088e-02,4.1767e-01
6.3096e-02,4.1447e-01
7.4989e-02,4.1125e-01
8.9125e-02,4.0799e-01
1.0593e-01,4.0468e-01
1.2589e-01,4.0131e-01
1.4962e-01,3.9786e-01
1.7783e-01,3.9431e-01
2.1135e-01,3.9061e-01
2.5119e-01,3.8672e-01
2.9854e-01,3.8260e-01
3.5481e-01,3.7816e-01
4.2170e-01,3.7330e-01
5.0119e-01,3.6791e-01
5.9566e-01,3.6181e-01
7.0795e-01,3.5483e-01
8.4140e-01,3.4672e-01
1.0000e+00,3.3724e-01
1.1885e+00,3.2610e-01
1.4125e+00,3.1306e-01
1.6788e+00,2.9794e-01
1.9953e+00,2.8068e-01
2.3714e+00,2.6143e-01
2.8184e+00,2.4053e-01
3.3497e+00,2.1854e-01
3.9811e+00,1.9613e-01
4.7315e+00,1.7401e-01
5.6234e+00,1.5281e-01
6.6834e+00,1.3301e-01
7.9433e+00,1.1493e-01
9.4406e+00,9.8710e-02
1.1220e+01,8.4383e-02
1.3335e+01,7.1870e-02
1.5849e+01,6.1039e-02
1.8836e+01,5.1727e-02
2.2387e+01,4.3763e-02
2.6607e+01,3.6979e-02
3.1623e+01,3.1216e-02
3.7584e+01,2.6332e-02
4.4668e+01,2.2200e-02
5.3088e+01,1.8709e-02
