3.000000000000000000e+00 9.971900000000000208e-01 1.655171425963362308e+00
4.000000000000000000e+00 9.971900000000000208e-01 6.794440887203850865e-01
5.000000000000000000e+00 9.971900000000000208e-01 2.721580540235834511e-01
6.000000000000000000e+00 9.971900000000000208e-01 1.065808429629457876e-01
7.000000000000000000e+00 9.971900000000000208e-01 4.538735343555097557e-02
8.000000000000000000e+00 9.971900000000000208e-01 2.176844587684467758e-02
9.000000000000000000e+00 9.971900000000000208e-01 1.240773703835950509e-02
1.000000000000000000e+01 9.971900000000000208e-01 7.707795396484380841e-03
1.100000000000000000e+01 9.971900000000000208e-01 4.795609858102048775e-03
1.200000000000000000e+01 9.971900000000000208e-01 2.815166910888516113e-03
1.300000000000000000e+01 9.971900000000000208e-01 1.540927709298047042e-03
1.400000000000000000e+01 9.971900000000000208e-01 8.024787590706285341e-04
