3.000000000000000000e+00 9.992799999999999461e-01 9.482365652910285103e-01
4.000000000000000000e+00 9.992799999999999461e-01 6.773099683840627661e-01
5.000000000000000000e+00 9.992799999999999461e-01 6.432553615235996336e-01
6.000000000000000000e+00 9.992799999999999461e-01 4.425476843183105968e-01
7.000000000000000000e+00 9.992799999999999461e-01 2.187431049693547291e-01
8.000000000000000000e+00 9.992799999999999461e-01 9.074281300480309398e-02
9.000000000000000000e+00 9.992799999999999461e-01 5.063714547901219942e-02
1.000000000000000000e+01 9.992799999999999461e-01 4.266266338408519765e-02
1.100000000000000000e+01 9.992799999999999461e-01 3.445308443678581078e-02
1.200000000000000000e+01 9.992799999999999461e-01 2.160616136839130924e-02
1.300000000000000000e+01 9.992799999999999461e-01 1.093166330184296153e-02
1.400000000000000000e+01 9.992799999999999461e-01 5.832922621380447030e-03
