   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,4.4366e-06,6.2688e-04
1.1885e-04,6.0570e-06,7.4480e-04
1.4125e-04,8.2693e-06,8.8484e-04
1.6788e-04,1.1290e-05,1.0512e-03
1.9953e-04,1.5413e-05,1.2486e-03
2.3714e-04,2.1042e-05,1.4831e-03
2.8184e-04,2.8725e-05,1.7614e-03
3.3497e-04,3.9210e-05,2.0918e-03
3.9811e-04,5.3516e-05,2.4837e-03
4.7315e-04,7.3032e-05,2.9486e-03
5.6234e-04,9.9647e-05,3.4999e-03
6.6834e-04,1.3593e-04,4.1533e-03
7.9433e-04,1.8537e-04,4.9274e-03
9.4406e-04,2.5269e-04,5.8439e-03
1.1220e-03,3.4430e-04,6.9282e-03
1.3335e-03,4.6887e-04,8.2100e-03
1.5849e-03,6.3805e-04,9.7234e-03
1.8836e-03,8.6753e-04,1.1508e-02
2.2387e-03,1.1783e-03,1.3609e-02
2.6607e-03,1.5983e-03,1.6077e-02
3.1623e-03,2.1646e-03,1.8968e-02
3.7584e-03,2.9258e-03,2.2345e-02
4.4668e-03,3.9453e-03,2.6274e-02
5.3088e-03,5.3046e-03,3.0820e-02
6.3096e-03,7.1068e-03,3.6048e-02
7.4989e-03,9.4803e-03,4.2012e-02
8.9125e-03,1.2580e-02,4.8751e-02
1.0593e-02,1.6589e-02,5.6272e-02
1.2589e-02,2.1711e-02,6.4540e-02
1.4962e-02,2.8163e-02,7.3464e-02
1.7783e-02,3.6155e-02,8.2882e-02
2.1135e-02,4.5865e-02,9.2556e-02
2.5119e-02,5.7410e-02,1.0218e-01
2.9854e-02,7.0810e-02,1.1138e-01
3.5481e-02,8.5968e-02,1.1978e-01
4.2170e-02,1.0266e-01,1.2704e-01
5.0119e-02,1.2057e-01,1.3287e-01
5.9566e-02,1.3927e-01,1.3710e-01
7.0795e-02,1.5836e-01,1.3970e-01
8.4140e-02,1.7742e-01,1.4075e-01
1.0000e-01,1.9612e-01,1.4043e-01
1.1885e-01,2.1421e-01,1.3899e-01
1.4125e-01,2.3154e-01,1.3667e-01
1.6788e-01,2.4802e-01,1.3375e-01
1.9953e-01,2.6365e-01,1.3044e-01
2.3714e-01,2.7846e-01,1.2694e-01
2.8184e-01,2.9251e-01,1.2340e-01
3.3497e-01,3.0588e-01,1.1993e-01
3.9811e-01,3.1866e-01,1.1661e-01
4.7315e-01,3.3093e-01,1.1348e-01
5.6234e-01,3.4275e-01,1.1059e-01
6.6834e-01,3.5421e-01,1.0793e-01
7.9433e-01,3.6537e-01,1.0552e-01
9.4406e-01,3.7627e-01,1.0335e-01
1.1220e+00,3.8696e-01,1.0139e-01
1.3335e+00,3.9747e-01,9.9644e-02
1.5849e+00,4.0784e-01,9.8081e-02
1.8836e+00,4.1810e-01,9.6684e-02
2.2387e+00,4.2825e-01,9.5435e-02
2.6607e+00,4.3832e-01,9.4313e-02
3.1623e+00,4.4832e-01,9.3301e-02
3.7584e+00,4.5826e-01,9.2383e-02
4.4668e+00,4.6815e-01,9.1542e-02
5.3088e+00,4.7798e-01,9.0764e-02
6.3096e+00,4.8777e-01,9.0035e-02
7.4989e+00,4.9752e-01,8.9345e-02
8.9125e+00,5.0722e-01,8.8682e-02
1.0593e+01,5.1688e-01,8.8037e-02
1.2589e+01,5.2649e-01,8.7401e-02
1.4962e+01,5.3605e-01,8.6768e-02
1.7783e+01,5.4556e-01,8.6130e-02
2.1135e+01,5.5502e-01,8.5484e-02
2.5119e+01,5.6442e-01,8.4823e-02
2.9854e+01,5.7375e-01,8.4144e-02
3.5481e+01,5.8302e-01,8.3444e-02
4.2170e+01,5.9222e-01,8.2720e-02
5.0119e+01,6.0135e-01,8.1970e-02
5.9566e+01,6.1040e-01,8.1193e-02
7.0795e+01,6.1936e-01,8.0388e-02
8.4140e+01,6.2823e-01,7.9554e-02
1.0000e+02,6.3702e-01,7.8691e-02
1.1885e+02,6.4570e-01,7.7799e-02
1.4125e+02,6.5429e-01,7.6878e-02
1.6788e+02,6.6277e-01,7.5928e-02
1.9953e+02,6.7114e-01,7.4952e-02
2.3714e+02,6.7940e-01,7.3949e-02
2.8184e+02,6.8754e-01,7.2922e-02
3.3497e+02,6.9557e-01,7.1871e-02
3.9811e+02,7.0348e-01,7.0797e-02
4.7315e+02,7.1126e-01,6.9703e-02
5.6234e+02,7.1891e-01,6.8590e-02
6.6834e+02,7.2644e-01,6.7460e-02
7.9433e+02,7.3384e-01,6.6315e-02
9.4406e+02,7.4110e-01,6.5156e-02
1.1220e+03,7.4824e-01,6.3984e-02
1.3335e+03,7.5523e-01,6.2803e-02
1.5849e+03,7.6210e-01,6.1614e-02
1.8836e+03,7.6882e-01,6.0418e-02
2.2387e+03,7.7541e-01,5.9217e-02
2.6607e+03,7.8186e-01,5.8013e-02
3.1623e+03,7.8818e-01,5.6807e-02
3.7584e+03,7.9435e-01,5.5602e-02
4.4668e+03,8.0039e-01,5.4398e-02
5.3088e+03,8.0630e-01,5.3197e-02
6.3096e+03,8.1207e-01,5.2001e-02
7.4989e+03,8.1770e-01,5.0811e-02
8.9125e+03,8.2320e-01,4.9628e-02
1.0593e+04,8.2856e-01,4.8454e-02
1.2589e+04,8.3380e-01,4.7289e-02
1.4962e+04,8.3890e-01,4.6135e-02
1.7783e+04,8.4387e-01,4.4992e-02
2.1135e+04,8.4872e-01,4.3862e-02
2.5119e+04,8.5344e-01,4.2746e-02
2.9854e+04,8.5803e-01,4.1643e-02
3.5481e+04,8.6251e-01,4.0556e-02
