   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.1673e-05,6.2139e-04
1.1885e-04,1.5452e-05,7.3757e-04
1.4125e-04,2.0454e-05,8.7533e-04
1.6788e-04,2.7071e-05,1.0386e-03
1.9953e-04,3.5825e-05,1.2322e-03
2.3714e-04,4.7401e-05,1.4615e-03
2.8184e-04,6.2706e-05,1.7330e-03
3.3497e-04,8.2933e-05,2.0543e-03
3.9811e-04,1.0965e-04,2.4344e-03
4.7315e-04,1.4493e-04,2.8838e-03
5.6234e-04,1.9148e-04,3.4147e-03
6.6834e-04,2.5286e-04,4.0413e-03
7.9433e-04,3.3371e-04,4.7802e-03
9.4406e-04,4.4013e-04,5.6505e-03
1.1220e-03,5.8001e-04,6.6744e-03
1.3335e-03,7.6364e-04,7.8769e-03
1.5849e-03,1.0043e-03,9.2869e-03
1.8836e-03,1.3190e-03,1.0937e-02
2.2387e-03,1.7298e-03,1.2862e-02
2.6607e-03,2.2644e-03,1.5103e-02
3.1623e-03,2.9581e-03,1.7702e-02
3.7584e-03,3.8548e-03,2.0705e-02
4.4668e-03,5.0092e-03,2.4157e-02
5.3088e-03,6.4878e-03,2.8105e-02
6.3096e-03,8.3710e-03,3.2591e-02
7.4989e-03,1.0753e-02,3.7648e-02
8.9125e-03,1.3744e-02,4.3300e-02
1.0593e-02,1.7466e-02,4.9551e-02
1.2589e-02,2.2051e-02,5.6385e-02
1.4962e-02,2.7638e-02,6.3753e-02
1.7783e-02,3.4360e-02,7.1574e-02
2.1135e-02,4.2340e-02,7.9733e-02
2.5119e-02,5.1672e-02,8.8077e-02
2.9854e-02,6.2417e-02,9.6427e-02
3.5481e-02,7.4586e-02,1.0458e-01
4.2170e-02,8.8139e-02,1.1234e-01
5.0119e-02,1.0298e-01,1.1950e-01
5.9566e-02,1.1897e-01,1.2590e-01
7.0795e-02,1.3592e-01,1.3140e-01
8.4140e-02,1.5363e-01,1.3594e-01
1.0000e-01,1.7189e-01,1.3946e-01
1.1885e-01,1.9048e-01,1.4199e-01
1.4125e-01,2.0923e-01,1.4357e-01
1.6788e-01,2.2797e-01,1.4428e-01
1.9953e-01,2.4656e-01,1.4422e-01
2.3714e-01,2.6491e-01,1.4349e-01
2.8184e-01,2.8293e-01,1.4219e-01
3.3497e-01,3.0058e-01,1.4044e-01
3.9811e-01,3.1781e-01,1.3831e-01
4.7315e-01,3.3461e-01,1.3588e-01
5.6234e-01,3.5098e-01,1.3324e-01
6.6834e-01,3.6690e-01,1.3043e-01
7.9433e-01,3.8240e-01,1.2751e-01
9.4406e-01,3.9746e-01,1.2451e-01
1.1220e+00,4.1210e-01,1.2147e-01
1.3335e+00,4.2634e-01,1.1842e-01
1.5849e+00,4.4018e-01,1.1536e-01
1.8836e+00,4.5363e-01,1.1233e-01
2.2387e+00,4.6671e-01,1.0933e-01
2.6607e+00,4.7941e-01,1.0637e-01
3.1623e+00,4.9176e-01,1.0347e-01
