   f   ,G_stor ,G_loss 
  Hz   ,  GPa  ,  GPa  
1.0000e-04,1.2606e-05,6.2177e-04
1.1885e-04,1.6890e-05,7.3794e-04
1.4125e-04,2.2623e-05,8.7565e-04
1.6788e-04,3.0293e-05,1.0388e-03
1.9953e-04,4.0548e-05,1.2321e-03
2.3714e-04,5.4250e-05,1.4609e-03
2.8184e-04,7.2547e-05,1.7316e-03
3.3497e-04,9.6959e-05,2.0516e-03
3.9811e-04,1.2950e-04,2.4297e-03
4.7315e-04,1.7282e-04,2.8759e-03
5.6234e-04,2.3043e-04,3.4019e-03
6.6834e-04,3.0691e-04,4.0213e-03
7.9433e-04,4.0828e-04,4.7494e-03
9.4406e-04,5.4236e-04,5.6038e-03
1.1220e-03,7.1928e-04,6.6043e-03
1.3335e-03,9.5207e-04,7.7729e-03
1.5849e-03,1.2574e-03,9.1338e-03
1.8836e-03,1.6564e-03,1.0713e-02
2.2387e-03,2.1754e-03,1.2538e-02
2.6607e-03,2.8472e-03,1.4636e-02
3.1623e-03,3.7117e-03,1.7035e-02
3.7584e-03,4.8165e-03,1.9759e-02
4.4668e-03,6.2176e-03,2.2828e-02
5.3088e-03,7.9786e-03,2.6254e-02
6.3096e-03,1.0170e-02,3.0038e-02
7.4989e-03,1.2867e-02,3.4169e-02
8.9125e-03,1.6144e-02,3.8616e-02
1.0593e-02,2.0072e-02,4.3335e-02
1.2589e-02,2.4714e-02,4.8260e-02
1.4962e-02,3.0114e-02,5.3311e-02
1.7783e-02,3.6296e-02,5.8396e-02
2.1135e-02,4.3260e-02,6.3419e-02
2.5119e-02,5.0978e-02,6.8284e-02
2.9854e-02,5.9400e-02,7.2909e-02
3.5481e-02,6.8456e-02,7.7226e-02
4.2170e-02,7.8064e-02,8.1189e-02
5.0119e-02,8.8134e-02,8.4775e-02
5.9566e-02,9.8580e-02,8.7982e-02
7.0795e-02,1.0932e-01,9.0825e-02
8.4140e-02,1.2030e-01,9.3334e-02
1.0000e-01,1.3145e-01,9.5549e-02
1.1885e-01,1.4273e-01,9.7511e-02
1.4125e-01,1.5411e-01,9.9266e-02
1.6788e-01,1.6559e-01,1.0085e-01
1.9953e-01,1.7714e-01,1.0231e-01
2.3714e-01,1.8877e-01,1.0368e-01
2.8184e-01,2.0047e-01,1.0497e-01
3.3497e-01,2.1226e-01,1.0622e-01
3.9811e-01,2.2415e-01,1.0743e-01
4.7315e-01,2.3614e-01,1.0862e-01
5.6234e-01,2.4824e-01,1.0979e-01
6.6834e-01,2.6045e-01,1.1096e-01
7.9433e-01,2.7280e-01,1.1211e-01
9.4406e-01,2.8528e-01,1.1324e-01
1.1220e+00,2.9789e-01,1.1435e-01
1.3335e+00,3.1064e-01,1.1543e-01
1.5849e+00,3.2353e-01,1.1647e-01
1.8836e+00,3.3655e-01,1.1747e-01
2.2387e+00,3.4971e-01,1.1842e-01
2.6607e+00,3.6299e-01,1.1930e-01
3.1623e+00,3.7639e-01,1.2010e-01
3.7584e+00,3.8990e-01,1.2082e-01
4.4668e+00,4.0351e-01,1.2145e-01
5.3088e+00,4.1721e-01,1.2197e-01
6.3096e+00,4.3098e-01,1.2239e-01
7.4989e+00,4.4481e-01,1.2268e-01
8.9125e+00,4.5868e-01,1.2285e-01
1.0593e+01,4.7258e-01,1.2289e-01
1.2589e+01,4.8649e-01,1.2279e-01
1.4962e+01,5.0039e-01,1.2255e-01
1.7783e+01,5.1426e-01,1.2217e-01
2.1135e+01,5.2808e-01,1.2165e-01
2.5119e+01,5.4184e-01,1.2098e-01
2.9854e+01,5.5552e-01,1.2017e-01
3.5481e+01,5.6909e-01,1.1922e-01
4.2170e+01,5.8254e-01,1.1813e-01
5.0119e+01,5.9585e-01,1.1691e-01
5.9566e+01,6.0901e-01,1.1555e-01
7.0795e+01,6.2200e-01,1.1407e-01
8.4140e+01,6.3479e-01,1.1247e-01
1.0000e+02,6.4739e-01,1.1075e-01
1.1885e+02,6.5977e-01,1.0893e-01
1.4125e+02,6.7192e-01,1.0701e-01
1.6788e+02,6.8383e-01,1.0500e-01
1.9953e+02,6.9549e-01,1.0291e-01
2.3714e+02,7.0690e-01,1.0074e-01
2.8184e+02,7.1803e-01,9.8511e-02
3.3497e+02,7.2890e-01,9.6224e-02
3.9811e+02,7.3948e-01,9.3889e-02
4.7315e+02,7.4979e-01,9.1515e-02
5.6234e+02,7.5980e-01,8.9110e-02
6.6834e+02,7.6953e-01,8.6681e-02
7.9433e+02,7.7896e-01,8.4237e-02
9.4406e+02,7.8811e-01,8.1785e-02
1.1220e+03,7.9697e-01,7.9331e-02
1.3335e+03,8.0553e-01,7.6883e-02
1.5849e+03,8.1381e-01,7.4447e-02
1.8836e+03,8.2181e-01,7.2028e-02
2.2387e+03,8.2953e-01,6.9631e-02
2.6607e+03,8.3697e-01,6.7262e-02
3.1623e+03,8.4414e-01,6.4926e-02
3.7584e+03,8.5104e-01,6.2625e-02
4.4668e+03,8.5768e-01,6.0364e-02
5.3088e+03,8.6407e-01,5.8145e-02
6.3096e+03,8.7021e-01,5.5972e-02
7.4989e+03,8.7610e-01,5.3847e-02
8.9125e+03,8.8176e-01,5.1772e-02
1.0593e+04,8.8718e-01,4.9748e-02
1.2589e+04,8.9239e-01,4.7778e-02
1.4962e+04,8.9737e-01,4.5861e-02
1.7783e+04,9.0215e-01,4.3999e-02
2.1135e+04,9.0672e-01,4.2193e-02
2.5119e+04,9.1110e-01,4.0442e-02
2.9854e+04,9.1529e-01,3.8746e-02
3.5481e+04,9.1929e-01,3.7106e-02
4.2170e+04,9.2312e-01,3.5521e-02
5.0119e+04,9.2678e-01,3.3990e-02
5.9566e+04,9.3027e-01,3.2514e-02
7.0795e+04,9.3361e-01,3.1090e-02
8.4140e+04,9.3680e-01,2.9719e-02
1.0000e+05,9.3984e-01,2.8399e-02
1.1885e+05,9.4274e-01,2.7130e-02
1.4125e+05,9.4551e-01,2.5910e-02
1.6788e+05,9.4815e-01,2.4737e-02
1.9953e+05,9.5067e-01,2.3612e-02
2.3714e+05,9.5307e-01,2.2531e-02
2.8184e+05,9.5536e-01,2.1496e-02
3.3497e+05,9.5754e-01,2.0502e-02
3.9811e+05,9.5962e-01,1.9551e-02
4.7315e+05,9.6160e-01,1.8640e-02
5.6234e+05,9.6348e-01,1.7767e-02
6.6834e+05,9.6528e-01,1.6933e-02
7.9433e+05,9.6698e-01,1.6134e-02
9.4406e+05,9.6861e-01,1.5371e-02
1.1220e+06,9.7016e-01,1.4641e-02
1.3335e+06,9.7163e-01,1.3944e-02
1.5849e+06,9.7304e-01,1.3278e-02
1.8836e+06,9.7437e-01,1.2642e-02
2.2387e+06,9.7564e-01,1.2035e-02
2.6607e+06,9.7685e-01,1.1455e-02
3.1623e+06,9.7800e-01,1.0902e-02
3.7584e+06,9.7909e-01,1.0375e-02
4.4668e+06,9.8013e-01,9.8719e-03
5.3088e+06,9.8112e-01,9.3923e-03
6.3096e+06,9.8206e-01,8.9351e-03
7.4989e+06,9.8296e-01,8.4994e-03
