2.830219582991314782e-11 3.099809720844785149e-04 9.999400000000000510e-01 3.099623732261534855e-04
5.032921210315299578e-10 1.089177737531430226e-03 9.999400000000000510e-01 1.089112386867178419e-03
8.949940160651162059e-09 4.748225546163867619e-03 9.999400000000000510e-01 4.747940652631098442e-03
1.736295434635993799e-07 1.754589757740785891e-02 9.999400000000000510e-01 1.754484482355321562e-02
2.835220256375370884e-06 4.222415547321110157e-02 9.999400000000000510e-01 4.222162202388270863e-02
5.032948366616466710e-05 7.028890477397231606e-02 9.999400000000000510e-01 7.028468743968588339e-02
8.949941112045700512e-04 1.137224551053320348e-01 9.999400000000000510e-01 1.137156317580257231e-01
1.591549431727769942e-02 1.995018183320970973e-01 9.999400000000000510e-01 1.994898482229971737e-01
2.830219583119932270e-01 3.523507446256206044e-01 9.999400000000000510e-01 3.523296035809430626e-01
5.032921210448308535e+00 1.982186398565790320e-01 9.999400000000000510e-01 1.982067467381876391e-01
8.949940160889094898e+01 0.000000000000000000e+00 9.999400000000000510e-01 0.000000000000000000e+00
